Id,iv30,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,RSI,len,rsi,LRSI,len,lrsi,TSI,len,tsi,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,iv30,stockpx
17,iv30,17,2010-01-27 00:00:00,,,,25.98,,,stockpx,17,2010-01-27 00:00:00,,,,15.96,,,HVStrategy,17,733799.0,RSI,17,43.462731359267096,LRSI,17,0.7312518206287024,TSI,17,,Broker,17,100000.0,100000.0,BuySell,17,,,BuySell,17,,,DataTrades,17,,
18,iv30,18,2010-01-28 00:00:00,,,,26.19,,,stockpx,18,2010-01-28 00:00:00,,,,15.48,,,HVStrategy,18,733800.0,RSI,18,43.99338182082346,LRSI,18,0.6883035069195277,TSI,18,,Broker,18,100000.0,100000.0,BuySell,18,,,BuySell,18,,,DataTrades,18,,
19,iv30,19,2010-01-29 00:00:00,,,,28.18,,,stockpx,19,2010-01-29 00:00:00,,,,15.08,,,HVStrategy,19,733801.0,RSI,19,48.888989991764355,LRSI,19,0.625085834064153,TSI,19,,Broker,19,100000.0,100000.0,BuySell,19,,,BuySell,19,,,DataTrades,19,,
20,iv30,20,2010-02-01 00:00:00,,,,27.72,,,stockpx,20,2010-02-01 00:00:00,,,,15.05,,,HVStrategy,20,733804.0,RSI,20,47.84782644526145,LRSI,20,0.4002406121468512,TSI,20,,Broker,20,100000.0,100000.0,BuySell,20,,,BuySell,20,,,DataTrades,20,,
21,iv30,21,2010-02-02 00:00:00,,,,26.64,,,stockpx,21,2010-02-02 00:00:00,,,,15.16,,,HVStrategy,21,733805.0,RSI,21,45.40302664869169,LRSI,21,0.0,TSI,21,,Broker,21,100000.0,100000.0,BuySell,21,,,BuySell,21,,,DataTrades,21,,
22,iv30,22,2010-02-03 00:00:00,,,,27.11,,,stockpx,22,2010-02-03 00:00:00,,,,15.46,,,HVStrategy,22,733806.0,RSI,22,46.67985120085872,LRSI,22,0.0,TSI,22,,Broker,22,100000.0,100000.0,BuySell,22,,,BuySell,22,,,DataTrades,22,,
23,iv30,23,2010-02-04 00:00:00,,,,29.59,,,stockpx,23,2010-02-04 00:00:00,,,,15.04,,,HVStrategy,23,733807.0,RSI,23,52.93451158810085,LRSI,23,0.2832905678765197,TSI,23,,Broker,23,100000.0,100000.0,BuySell,23,,,BuySell,23,,,DataTrades,23,,
24,iv30,24,2010-02-05 00:00:00,,,,30.47,,,stockpx,24,2010-02-05 00:00:00,,,,15.18,,,HVStrategy,24,733808.0,RSI,24,54.95374599091519,LRSI,24,0.3942328264414421,TSI,24,,Broker,24,100000.0,100000.0,BuySell,24,,,BuySell,24,,,DataTrades,24,,
25,iv30,25,2010-02-08 00:00:00,,,,30.09,,,stockpx,25,2010-02-08 00:00:00,,,,15.0,,,HVStrategy,25,733811.0,RSI,25,53.87879746384618,LRSI,25,0.4891240827860012,TSI,25,,Broker,25,100000.0,100000.0,BuySell,25,,,BuySell,25,,,DataTrades,25,,
26,iv30,26,2010-02-09 00:00:00,,,,28.51,,,stockpx,26,2010-02-09 00:00:00,,,,15.09,,,HVStrategy,26,733812.0,RSI,26,49.53967696310518,LRSI,26,0.5755092384475394,TSI,26,,Broker,26,100000.0,100000.0,BuySell,26,,,BuySell,26,,,DataTrades,26,,
27,iv30,27,2010-02-10 00:00:00,,,,30.88,,,stockpx,27,2010-02-10 00:00:00,,,,14.82,,,HVStrategy,27,733813.0,RSI,27,55.34859073511651,LRSI,27,1.0,TSI,27,,Broker,27,100000.0,100000.0,BuySell,27,,,BuySell,27,,,DataTrades,27,,
28,iv30,28,2010-02-11 00:00:00,,,,29.13,,,stockpx,28,2010-02-11 00:00:00,,,,15.23,,,HVStrategy,28,733814.0,RSI,28,50.70680062612905,LRSI,28,0.9800442031473297,TSI,28,,Broker,28,100000.0,100000.0,BuySell,28,,,BuySell,28,,,DataTrades,28,,
29,iv30,29,2010-02-12 00:00:00,,,,28.79,,,stockpx,29,2010-02-12 00:00:00,,,,15.18,,,HVStrategy,29,733815.0,RSI,29,49.83238847029558,LRSI,29,0.7731532224716348,TSI,29,,Broker,29,100000.0,100000.0,BuySell,29,,,BuySell,29,,,DataTrades,29,,
30,iv30,30,2010-02-16 00:00:00,,,,29.18,,,stockpx,30,2010-02-16 00:00:00,,,,15.43,,,HVStrategy,30,733819.0,RSI,30,50.878768863847895,LRSI,30,0.8365584204361689,TSI,30,,Broker,30,100000.0,100000.0,BuySell,30,,,BuySell,30,,,DataTrades,30,,
31,iv30,31,2010-02-17 00:00:00,,,,28.31,,,stockpx,31,2010-02-17 00:00:00,,,,15.44,,,HVStrategy,31,733820.0,RSI,31,48.4509951802027,LRSI,31,0.5139924214564084,TSI,31,,Broker,31,100000.0,100000.0,BuySell,31,,,BuySell,31,,,DataTrades,31,,
32,iv30,32,2010-02-18 00:00:00,,,,26.45,,,stockpx,32,2010-02-18 00:00:00,,,,15.53,,,HVStrategy,32,733821.0,RSI,32,43.654947910352014,LRSI,32,0.23295588919657767,TSI,32,,Broker,32,100000.0,100000.0,BuySell,32,,,BuySell,32,,,DataTrades,32,,
33,iv30,33,2010-02-19 00:00:00,,,,25.55,,,stockpx,33,2010-02-19 00:00:00,,,,15.58,,,HVStrategy,33,733822.0,RSI,33,41.51360860849465,LRSI,33,0.1997787122137784,TSI,33,,Broker,33,100000.0,100000.0,BuySell,33,,,BuySell,33,,,DataTrades,33,,
34,iv30,34,2010-02-22 00:00:00,,,,24.35,,,stockpx,34,2010-02-22 00:00:00,,,,15.5,,,HVStrategy,34,733825.0,RSI,34,38.782075427823145,LRSI,34,0.09548368222891551,TSI,34,,Broker,34,100000.0,100000.0,BuySell,34,,,BuySell,34,,,DataTrades,34,,
35,iv30,35,2010-02-23 00:00:00,,,,26.51,,,stockpx,35,2010-02-23 00:00:00,,,,15.39,,,HVStrategy,35,733826.0,RSI,35,45.707027924409296,LRSI,35,0.1017626521809861,TSI,35,,Broker,35,100000.0,100000.0,BuySell,35,,,BuySell,35,,,DataTrades,35,,
36,iv30,36,2010-02-24 00:00:00,,,,24.73,,,stockpx,36,2010-02-24 00:00:00,,,,15.59,,,HVStrategy,36,733827.0,RSI,36,41.53712831601075,LRSI,36,0.0,TSI,36,,Broker,36,100000.0,100000.0,BuySell,36,,,BuySell,36,,,DataTrades,36,,
37,iv30,37,2010-02-25 00:00:00,,,,25.63,,,stockpx,37,2010-02-25 00:00:00,,,,15.24,,,HVStrategy,37,733828.0,RSI,37,44.30390771260062,LRSI,37,0.0,TSI,37,,Broker,37,100000.0,100000.0,BuySell,37,,,BuySell,37,,,DataTrades,37,,
38,iv30,38,2010-02-26 00:00:00,,,,24.09,,,stockpx,38,2010-02-26 00:00:00,,,,15.32,,,HVStrategy,38,733829.0,RSI,38,40.75015993347645,LRSI,38,0.0,TSI,38,-6.815400160887716,Broker,38,100000.0,100000.0,BuySell,38,,,BuySell,38,,,DataTrades,38,,
39,iv30,39,2010-03-01 00:00:00,,,,23.94,,,stockpx,39,2010-03-01 00:00:00,,,,15.79,,,HVStrategy,39,733832.0,RSI,39,40.4101510508868,LRSI,39,0.0,TSI,39,-8.521540002536316,Broker,39,100000.0,100000.0,BuySell,39,,,BuySell,39,,,DataTrades,39,,
40,iv30,40,2010-03-02 00:00:00,,,,24.31,,,stockpx,40,2010-03-02 00:00:00,,,,15.71,,,HVStrategy,40,733833.0,RSI,40,41.70228526016994,LRSI,40,0.0,TSI,40,-9.58320705077567,Broker,40,100000.0,100000.0,BuySell,40,,,BuySell,40,,,DataTrades,40,,
41,iv30,41,2010-03-03 00:00:00,,,,23.47,,,stockpx,41,2010-03-03 00:00:00,,,,15.57,,,HVStrategy,41,733834.0,RSI,41,39.602751115968076,LRSI,41,0.0,TSI,41,-11.079794568801352,Broker,41,100000.0,100000.0,BuySell,41,,,BuySell,41,,,DataTrades,41,,
42,iv30,42,2010-03-04 00:00:00,,,,23.52,,,stockpx,42,2010-03-04 00:00:00,,,,15.79,,,HVStrategy,42,733835.0,RSI,42,39.79704373681466,LRSI,42,0.0,TSI,42,-12.268463371604954,Broker,42,100000.0,100000.0,BuySell,42,,,BuySell,42,,,DataTrades,42,,
43,iv30,43,2010-03-05 00:00:00,,,,21.59,,,stockpx,43,2010-03-05 00:00:00,,,,16.05,,,HVStrategy,43,733836.0,RSI,43,35.10292144205731,LRSI,43,0.0,TSI,43,-14.702100758204379,Broker,43,100000.0,100000.0,BuySell,43,,,BuySell,43,,,DataTrades,43,,
44,iv30,44,2010-03-08 00:00:00,,,,24.64,,,stockpx,44,2010-03-08 00:00:00,,,,16.56,,,HVStrategy,44,733839.0,RSI,44,45.95236565473589,LRSI,44,0.21268047126461667,TSI,44,-13.653630953715979,Broker,44,100000.0,100000.0,BuySell,44,,,BuySell,44,,,DataTrades,44,,
45,iv30,45,2010-03-09 00:00:00,,,,25.64,,,stockpx,45,2010-03-09 00:00:00,,,,16.55,,,HVStrategy,45,733840.0,RSI,45,48.964927191877926,LRSI,45,0.3599978508694912,TSI,45,-11.854157692373722,Broker,45,100000.0,100000.0,BuySell,45,,,BuySell,45,,,DataTrades,45,,
46,iv30,46,2010-03-10 00:00:00,,,,26.93,,,stockpx,46,2010-03-10 00:00:00,,,,16.8,,,HVStrategy,46,733841.0,RSI,46,52.632777087699644,LRSI,46,0.5083978356104056,TSI,46,-9.19627132627944,Broker,46,100000.0,100000.0,BuySell,46,,,BuySell,46,,,DataTrades,46,,
47,iv30,47,2010-03-11 00:00:00,,,,26.79,,,stockpx,47,2010-03-11 00:00:00,,,,16.56,,,HVStrategy,47,733842.0,RSI,47,52.194358069802945,LRSI,47,0.6194002608667927,TSI,47,-7.183482223615973,Broker,47,100000.0,100000.0,BuySell,47,,,BuySell,47,,,DataTrades,47,,
48,iv30,48,2010-03-12 00:00:00,,,,26.61,,,stockpx,48,2010-03-12 00:00:00,,,,16.35,,,HVStrategy,48,733843.0,RSI,48,51.59923672160377,LRSI,48,0.8249533684817574,TSI,48,-5.69451553660403,Broker,48,100000.0,100000.0,BuySell,48,,,BuySell,48,,,DataTrades,48,,
49,iv30,49,2010-03-15 00:00:00,,,,26.17,,,stockpx,49,2010-03-15 00:00:00,,,,16.45,,,HVStrategy,49,733846.0,RSI,49,50.09558829304416,LRSI,49,1.0,TSI,49,-4.842997919554435,Broker,49,100000.0,100000.0,BuySell,49,,,BuySell,49,,,DataTrades,49,,
50,iv30,50,2010-03-16 00:00:00,,,,25.58,,,stockpx,50,2010-03-16 00:00:00,,,,16.38,,,HVStrategy,50,733847.0,RSI,50,48.072638942856564,LRSI,50,0.907260463251915,TSI,50,-4.6547613567309725,Broker,50,100000.0,100000.0,BuySell,50,,,BuySell,50,,,DataTrades,50,,
51,iv30,51,2010-03-17 00:00:00,,,,23.75,,,stockpx,51,2010-03-17 00:00:00,,,,16.52,,,HVStrategy,51,733848.0,RSI,51,42.358974548215905,LRSI,51,0.6354493731598644,TSI,51,-6.123432630984617,Broker,51,100000.0,100000.0,BuySell,51,,,BuySell,51,,,DataTrades,51,,
52,iv30,52,2010-03-18 00:00:00,,,,22.97,,,stockpx,52,2010-03-18 00:00:00,,,,16.56,,,HVStrategy,52,733849.0,RSI,52,40.167579756224285,LRSI,52,0.49820684624697226,TSI,52,-8.006981047637277,Broker,52,100000.0,100000.0,BuySell,52,,,BuySell,52,,,DataTrades,52,,
53,iv30,53,2010-03-19 00:00:00,,,,23.39,,,stockpx,53,2010-03-19 00:00:00,,,,16.44,,,HVStrategy,53,733850.0,RSI,53,41.91024552036174,LRSI,53,0.38619914781771164,TSI,53,-9.110017295607072,Broker,53,100000.0,100000.0,BuySell,53,,,BuySell,53,,,DataTrades,53,,
54,iv30,54,2010-03-22 00:00:00,,,,24.07,,,stockpx,54,2010-03-22 00:00:00,,,,16.36,,,HVStrategy,54,733853.0,RSI,54,44.717670559763164,LRSI,54,0.15996710717899587,TSI,54,-9.28961757731647,Broker,54,100000.0,100000.0,BuySell,54,,,BuySell,54,,,DataTrades,54,,
55,iv30,55,2010-03-23 00:00:00,,,,23.47,,,stockpx,55,2010-03-23 00:00:00,,,,16.05,,,HVStrategy,55,733854.0,RSI,55,42.75424305276299,LRSI,55,0.0,TSI,55,-9.981396485540344,Broker,55,100000.0,100000.0,BuySell,55,,,BuySell,55,,,DataTrades,55,,
56,iv30,56,2010-03-24 00:00:00,,,,24.43,,,stockpx,56,2010-03-24 00:00:00,,,,16.1,,,HVStrategy,56,733855.0,RSI,56,46.78058332477392,LRSI,56,0.1116165957451167,TSI,56,-9.475967306698454,Broker,56,100000.0,100000.0,BuySell,56,,,BuySell,56,,,DataTrades,56,,
57,iv30,57,2010-03-25 00:00:00,,,,22.77,,,stockpx,57,2010-03-25 00:00:00,,,,16.4,,,HVStrategy,57,733856.0,RSI,57,41.363053589780165,LRSI,57,0.02362125472234406,TSI,57,-10.607486628459721,Broker,57,100000.0,100000.0,BuySell,57,,,BuySell,57,,,DataTrades,57,,
58,iv30,58,2010-03-26 00:00:00,,,,22.66,,,stockpx,58,2010-03-26 00:00:00,,,,16.52,,,HVStrategy,58,733857.0,RSI,58,41.02401966054377,LRSI,58,0.0,TSI,58,-11.628348363837713,Broker,58,100000.0,100000.0,BuySell,58,,,BuySell,58,,,DataTrades,58,,
59,iv30,59,2010-03-29 00:00:00,,,,23.54,,,stockpx,59,2010-03-29 00:00:00,,,,16.55,,,HVStrategy,59,733860.0,RSI,59,44.91399223669097,LRSI,59,0.0,TSI,59,-11.421374587267833,Broker,59,100000.0,100000.0,BuySell,59,,,BuySell,59,,,DataTrades,59,,
60,iv30,60,2010-03-30 00:00:00,,,,23.63,,,stockpx,60,2010-03-30 00:00:00,,,,16.63,,,HVStrategy,60,733861.0,RSI,60,45.31128768474981,LRSI,60,0.12157978714198106,TSI,60,-11.142612954254584,Broker,60,100000.0,100000.0,BuySell,60,,,BuySell,60,,,DataTrades,60,,
61,iv30,61,2010-03-31 00:00:00,,,,22.79,,,stockpx,61,2010-03-31 00:00:00,,,,16.53,,,HVStrategy,61,733862.0,RSI,61,42.24857790479216,LRSI,61,0.024955210502767028,TSI,61,-11.737886041474626,Broker,61,100000.0,100000.0,BuySell,61,,,BuySell,61,,,DataTrades,61,,
62,iv30,62,2010-04-01 00:00:00,,,,21.24,,,stockpx,62,2010-04-01 00:00:00,,,,16.24,,,HVStrategy,62,733863.0,RSI,62,37.245773390788294,LRSI,62,0.1537625166607637,TSI,62,-13.75127173754892,Broker,62,100000.0,100000.0,BuySell,62,,,BuySell,62,,,DataTrades,62,,
63,iv30,63,2010-04-05 00:00:00,,,,23.36,,,stockpx,63,2010-04-05 00:00:00,,,,16.53,,,HVStrategy,63,733867.0,RSI,63,46.56566191990699,LRSI,63,0.3725270183457965,TSI,63,-12.671849035872354,Broker,63,100000.0,100000.0,BuySell,63,,,BuySell,63,,,DataTrades,63,,
64,iv30,64,2010-04-06 00:00:00,,,,23.27,,,stockpx,64,2010-04-06 00:00:00,,,,16.94,,,HVStrategy,64,733868.0,RSI,64,46.251621153975904,LRSI,64,0.21887734584956442,TSI,64,-11.90445056127736,Broker,64,100000.0,100000.0,BuySell,64,,,BuySell,64,,,DataTrades,64,,
65,iv30,65,2010-04-07 00:00:00,,,,25.07,,,stockpx,65,2010-04-07 00:00:00,,,,16.86,,,HVStrategy,65,733869.0,RSI,65,53.068688946466374,LRSI,65,0.5211559861363079,TSI,65,-9.052263251222321,Broker,65,100000.0,100000.0,BuySell,65,,,BuySell,65,,,DataTrades,65,,
66,iv30,66,2010-04-08 00:00:00,,,,25.79,,,stockpx,66,2010-04-08 00:00:00,,,,17.38,,,HVStrategy,66,733870.0,RSI,66,55.49998091356021,LRSI,66,0.639529404022764,TSI,66,-5.931403602320161,Broker,66,100000.0,100000.0,BuySell,66,,,BuySell,66,,,DataTrades,66,,
67,iv30,67,2010-04-09 00:00:00,,,,33.27,,,stockpx,67,2010-04-09 00:00:00,,,,17.51,,,HVStrategy,67,733871.0,RSI,67,71.82829499121847,LRSI,67,0.8450799707090745,TSI,67,4.59651232451955,Broker,67,100000.0,100000.0,BuySell,67,,,BuySell,67,,,DataTrades,67,,
68,iv30,68,2010-04-12 00:00:00,,,,31.71,,,stockpx,68,2010-04-12 00:00:00,,,,17.65,,,HVStrategy,68,733874.0,RSI,68,66.35949658065124,LRSI,68,0.7479608058971879,TSI,68,10.331779462195138,Broker,68,100031.71,100000.0,BuySell,68,,31.71,BuySell,68,,,DataTrades,68,,
69,iv30,69,2010-04-13 00:00:00,,,,32.96,,,stockpx,69,2010-04-13 00:00:00,,,,18.28,,,HVStrategy,69,733875.0,RSI,69,68.43342569700478,LRSI,69,0.9656970191469675,TSI,69,15.484239098831019,Broker,69,100031.71,99998.75,BuySell,69,,,BuySell,69,,,DataTrades,69,,
70,iv30,70,2010-04-14 00:00:00,,,,32.91,,,stockpx,70,2010-04-14 00:00:00,,,,18.36,,,HVStrategy,70,733876.0,RSI,70,68.25216962728177,LRSI,70,1.0,TSI,70,19.241630944998843,Broker,70,100031.71,99998.8,BuySell,70,,,BuySell,70,,,DataTrades,70,,
71,iv30,71,2010-04-15 00:00:00,,,,37.91,,,stockpx,71,2010-04-15 00:00:00,,,,18.99,,,HVStrategy,71,733877.0,RSI,71,75.29811228624456,LRSI,71,1.0,TSI,71,25.513467951103948,Broker,71,100031.71,99993.8,BuySell,71,,,BuySell,71,,,DataTrades,71,,
72,iv30,72,2010-04-16 00:00:00,,,,36.75,,,stockpx,72,2010-04-16 00:00:00,,,,18.23,,,HVStrategy,72,733878.0,RSI,72,71.3422210084919,LRSI,72,1.0,TSI,72,28.8289247024861,Broker,72,100031.71,99994.96,BuySell,72,,,BuySell,72,,,DataTrades,72,,
73,iv30,73,2010-04-19 00:00:00,,,,37.18,,,stockpx,73,2010-04-19 00:00:00,,,,18.38,,,HVStrategy,73,733881.0,RSI,73,71.93090711453563,LRSI,73,1.0,TSI,73,31.549212694008975,Broker,73,100031.71,99994.53000000001,BuySell,73,,,BuySell,73,,,DataTrades,73,,
74,iv30,74,2010-04-20 00:00:00,,,,32.94,,,stockpx,74,2010-04-20 00:00:00,,,,18.37,,,HVStrategy,74,733882.0,RSI,74,59.050078044873956,LRSI,74,0.8985349419830648,TSI,74,29.181742819187146,Broker,74,99998.77,99998.77,BuySell,74,32.94,,BuySell,74,,,DataTrades,74,-1.2299999999999969,
75,iv30,75,2010-04-21 00:00:00,,,,24.63,,,stockpx,75,2010-04-21 00:00:00,,,,17.48,,,HVStrategy,75,733883.0,RSI,75,42.853197940046265,LRSI,75,0.5836129546632428,TSI,75,19.741716351643973,Broker,75,99998.77,99998.77,BuySell,75,,,BuySell,75,,,DataTrades,75,,
76,iv30,76,2010-04-22 00:00:00,,,,27.14,,,stockpx,76,2010-04-22 00:00:00,,,,17.77,,,HVStrategy,76,733884.0,RSI,76,47.53425679725449,LRSI,76,0.54639383485257,TSI,76,14.674686271248882,Broker,76,99998.77,99998.77,BuySell,76,,,BuySell,76,,,DataTrades,76,,
77,iv30,77,2010-04-23 00:00:00,,,,26.79,,,stockpx,77,2010-04-23 00:00:00,,,,17.63,,,HVStrategy,77,733885.0,RSI,77,46.95665527351621,LRSI,77,0.3631327801460074,TSI,77,10.819658790464228,Broker,77,99998.77,99998.77,BuySell,77,,,BuySell,77,,,DataTrades,77,,
78,iv30,78,2010-04-26 00:00:00,,,,27.59,,,stockpx,78,2010-04-26 00:00:00,,,,17.38,,,HVStrategy,78,733888.0,RSI,78,48.49714756983606,LRSI,78,0.05704906285490466,TSI,78,8.42266338639087,Broker,78,99998.77,99998.77,BuySell,78,,,BuySell,78,,,DataTrades,78,,
79,iv30,79,2010-04-27 00:00:00,,,,28.32,,,stockpx,79,2010-04-27 00:00:00,,,,16.9,,,HVStrategy,79,733889.0,RSI,79,49.92622742895048,LRSI,79,0.0,TSI,79,7.018678874686842,Broker,79,99998.77,99998.77,BuySell,79,,,BuySell,79,,,DataTrades,79,,
80,iv30,80,2010-04-28 00:00:00,,,,28.55,,,stockpx,80,2010-04-28 00:00:00,,,,16.77,,,HVStrategy,80,733890.0,RSI,80,50.393268941707795,LRSI,80,0.02355130131511704,TSI,80,6.058383813100378,Broker,80,99998.77,99998.77,BuySell,80,,,BuySell,80,,,DataTrades,80,,
81,iv30,81,2010-04-29 00:00:00,,,,29.18,,,stockpx,81,2010-04-29 00:00:00,,,,16.95,,,HVStrategy,81,733891.0,RSI,81,51.72156758453256,LRSI,81,0.11321607353204104,TSI,81,5.666288814441413,Broker,81,99998.77,99998.77,BuySell,81,,,BuySell,81,,,DataTrades,81,,
82,iv30,82,2010-04-30 00:00:00,,,,28.73,,,stockpx,82,2010-04-30 00:00:00,,,,16.59,,,HVStrategy,82,733892.0,RSI,82,50.677739441950784,LRSI,82,0.09050875534261824,TSI,82,5.048258152040548,Broker,82,99998.77,99998.77,BuySell,82,,,BuySell,82,,,DataTrades,82,,
83,iv30,83,2010-05-03 00:00:00,,,,28.35,,,stockpx,83,2010-05-03 00:00:00,,,,16.93,,,HVStrategy,83,733895.0,RSI,83,49.764400726369836,LRSI,83,0.11622387655224053,TSI,83,4.285063693661809,Broker,83,99998.77,99998.77,BuySell,83,,,BuySell,83,,,DataTrades,83,,
84,iv30,84,2010-05-04 00:00:00,,,,32.37,,,stockpx,84,2010-05-04 00:00:00,,,,16.35,,,HVStrategy,84,733896.0,RSI,84,58.32194600838232,LRSI,84,0.6523396898400075,TSI,84,6.160081447037112,Broker,84,99998.77,99998.77,BuySell,84,,,BuySell,84,,,DataTrades,84,,
85,iv30,85,2010-05-05 00:00:00,,,,34.34,,,stockpx,85,2010-05-05 00:00:00,,,,16.52,,,HVStrategy,85,733897.0,RSI,85,61.75976515218171,LRSI,85,0.7524714576731046,TSI,85,8.836108499034282,Broker,85,99998.77,99998.77,BuySell,85,,,BuySell,85,,,DataTrades,85,,
86,iv30,86,2010-05-06 00:00:00,,,,36.01,,,stockpx,86,2010-05-06 00:00:00,,,,16.28,,,HVStrategy,86,733898.0,RSI,86,64.43770203944263,LRSI,86,0.8031031426818548,TSI,86,11.930445188166802,Broker,86,99998.77,99998.77,BuySell,86,,,BuySell,86,,,DataTrades,86,,
87,iv30,87,2010-05-07 00:00:00,,,,43.2,,,stockpx,87,2010-05-07 00:00:00,,,,15.33,,,HVStrategy,87,733899.0,RSI,87,73.15436979683999,LRSI,87,1.0,TSI,87,18.234911125715403,Broker,87,99998.77,99998.77,BuySell,87,,,BuySell,87,,,DataTrades,87,,
88,iv30,88,2010-05-10 00:00:00,,,,36.97,,,stockpx,88,2010-05-10 00:00:00,,,,16.31,,,HVStrategy,88,733902.0,RSI,88,59.53704511895792,LRSI,88,0.813667194675596,TSI,88,18.44807957874612,Broker,88,100035.74,99998.77,BuySell,88,,36.97,BuySell,88,,,DataTrades,88,,
