Id,iv30,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,RSI,len,rsi,LRSI,len,lrsi,TSI,len,tsi,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,iv30,stockpx
21,iv30,21,2010-02-02 00:00:00,,,,22.73,,,stockpx,21,2010-02-02 00:00:00,,,,28.47,,,HVStrategy,21,733805.0,RSI,21,46.49732251278849,LRSI,21,0.48469348149159797,TSI,21,,Broker,21,100032.98,100010.25,BuySell,21,,,BuySell,21,,,DataTrades,21,,
22,iv30,22,2010-02-03 00:00:00,,,,22.26,,,stockpx,22,2010-02-03 00:00:00,,,,28.61,,,HVStrategy,22,733806.0,RSI,22,45.656260739282494,LRSI,22,0.3233916704013431,TSI,22,,Broker,22,100010.72,100010.72,BuySell,22,22.26,,BuySell,22,,,DataTrades,22,10.719999999999995,
23,iv30,23,2010-02-04 00:00:00,,,,26.51,,,stockpx,23,2010-02-04 00:00:00,,,,27.86,,,HVStrategy,23,733807.0,RSI,23,53.79512020429661,LRSI,23,0.17141357146426944,TSI,23,,Broker,23,100010.72,100010.72,BuySell,23,,,BuySell,23,,,DataTrades,23,,
24,iv30,24,2010-02-05 00:00:00,,,,25.64,,,stockpx,24,2010-02-05 00:00:00,,,,28.01,,,HVStrategy,24,733808.0,RSI,24,52.07576849298851,LRSI,24,0.012718863126436705,TSI,24,,Broker,24,100010.72,100010.72,BuySell,24,,,BuySell,24,,,DataTrades,24,,
25,iv30,25,2010-02-08 00:00:00,,,,26.49,,,stockpx,25,2010-02-08 00:00:00,,,,27.72,,,HVStrategy,25,733811.0,RSI,25,53.63495089191378,LRSI,25,0.1043929909582273,TSI,25,,Broker,25,100010.72,100010.72,BuySell,25,,,BuySell,25,,,DataTrades,25,,
26,iv30,26,2010-02-09 00:00:00,,,,24.33,,,stockpx,26,2010-02-09 00:00:00,,,,28.02,,,HVStrategy,26,733812.0,RSI,26,49.249974265021024,LRSI,26,0.005672626535481308,TSI,26,,Broker,26,100010.72,100010.72,BuySell,26,,,BuySell,26,,,DataTrades,26,,
27,iv30,27,2010-02-10 00:00:00,,,,25.34,,,stockpx,27,2010-02-10 00:00:00,,,,27.97,,,HVStrategy,27,733813.0,RSI,27,51.25669382907642,LRSI,27,0.0,TSI,27,,Broker,27,100010.72,100010.72,BuySell,27,,,BuySell,27,,,DataTrades,27,,
28,iv30,28,2010-02-11 00:00:00,,,,23.97,,,stockpx,28,2010-02-11 00:00:00,,,,28.13,,,HVStrategy,28,733814.0,RSI,28,48.45772954713604,LRSI,28,0.0,TSI,28,,Broker,28,100010.72,100010.72,BuySell,28,,,BuySell,28,,,DataTrades,28,,
29,iv30,29,2010-02-12 00:00:00,,,,24.99,,,stockpx,29,2010-02-12 00:00:00,,,,27.95,,,HVStrategy,29,733815.0,RSI,29,50.61977165714902,LRSI,29,0.0,TSI,29,,Broker,29,100010.72,100010.72,BuySell,29,,,BuySell,29,,,DataTrades,29,,
30,iv30,30,2010-02-16 00:00:00,,,,24.65,,,stockpx,30,2010-02-16 00:00:00,,,,28.35,,,HVStrategy,30,733819.0,RSI,30,49.86885212066192,LRSI,30,0.0,TSI,30,,Broker,30,100010.72,100010.72,BuySell,30,,,BuySell,30,,,DataTrades,30,,
31,iv30,31,2010-02-17 00:00:00,,,,23.09,,,stockpx,31,2010-02-17 00:00:00,,,,28.61,,,HVStrategy,31,733820.0,RSI,31,46.46310925716965,LRSI,31,0.055834342895476556,TSI,31,,Broker,31,100010.72,100010.72,BuySell,31,,,BuySell,31,,,DataTrades,31,,
32,iv30,32,2010-02-18 00:00:00,,,,22.15,,,stockpx,32,2010-02-18 00:00:00,,,,28.97,,,HVStrategy,32,733821.0,RSI,32,44.49138426915696,LRSI,32,0.0,TSI,32,,Broker,32,100010.72,100010.72,BuySell,32,,,BuySell,32,,,DataTrades,32,,
33,iv30,33,2010-02-19 00:00:00,,,,20.51,,,stockpx,33,2010-02-19 00:00:00,,,,28.78,,,HVStrategy,33,733822.0,RSI,33,41.20590867843667,LRSI,33,0.0,TSI,33,,Broker,33,100010.72,100010.72,BuySell,33,,,BuySell,33,,,DataTrades,33,,
34,iv30,34,2010-02-22 00:00:00,,,,20.37,,,stockpx,34,2010-02-22 00:00:00,,,,28.73,,,HVStrategy,34,733825.0,RSI,34,40.92805744434169,LRSI,34,0.05782100011263712,TSI,34,,Broker,34,100010.72,100010.72,BuySell,34,,,BuySell,34,,,DataTrades,34,,
35,iv30,35,2010-02-23 00:00:00,,,,22.01,,,stockpx,35,2010-02-23 00:00:00,,,,28.34,,,HVStrategy,35,733826.0,RSI,35,45.55909856995133,LRSI,35,0.0,TSI,35,,Broker,35,100010.72,100010.72,BuySell,35,,,BuySell,35,,,DataTrades,35,,
36,iv30,36,2010-02-24 00:00:00,,,,19.95,,,stockpx,36,2010-02-24 00:00:00,,,,28.64,,,HVStrategy,36,733827.0,RSI,36,41.19086044581801,LRSI,36,0.0,TSI,36,,Broker,36,100010.72,100010.72,BuySell,36,,,BuySell,36,,,DataTrades,36,,
37,iv30,37,2010-02-25 00:00:00,,,,19.93,,,stockpx,37,2010-02-25 00:00:00,,,,28.61,,,HVStrategy,37,733828.0,RSI,37,41.149608508541846,LRSI,37,0.0,TSI,37,,Broker,37,100010.72,100010.72,BuySell,37,,,BuySell,37,,,DataTrades,37,,
38,iv30,38,2010-02-26 00:00:00,,,,19.21,,,stockpx,38,2010-02-26 00:00:00,,,,28.67,,,HVStrategy,38,733829.0,RSI,38,39.61161937839015,LRSI,38,0.0,TSI,38,-3.248053028826198,Broker,38,100010.72,100010.72,BuySell,38,,,BuySell,38,,,DataTrades,38,,
39,iv30,39,2010-03-01 00:00:00,,,,20.12,,,stockpx,39,2010-03-01 00:00:00,,,,28.96,,,HVStrategy,39,733832.0,RSI,39,42.53499477835565,LRSI,39,0.0,TSI,39,-4.310123375632737,Broker,39,100010.72,100010.72,BuySell,39,,,BuySell,39,,,DataTrades,39,,
40,iv30,40,2010-03-02 00:00:00,,,,21.42,,,stockpx,40,2010-03-02 00:00:00,,,,28.44,,,HVStrategy,40,733833.0,RSI,40,46.51812471999284,LRSI,40,0.19559839221651676,TSI,40,-4.187386849166771,Broker,40,100010.72,100010.72,BuySell,40,,,BuySell,40,,,DataTrades,40,,
41,iv30,41,2010-03-03 00:00:00,,,,19.95,,,stockpx,41,2010-03-03 00:00:00,,,,28.47,,,HVStrategy,41,733834.0,RSI,41,42.8972834976144,LRSI,41,0.0,TSI,41,-5.145918815246666,Broker,41,100010.72,100010.72,BuySell,41,,,BuySell,41,,,DataTrades,41,,
42,iv30,42,2010-03-04 00:00:00,,,,19.97,,,stockpx,42,2010-03-04 00:00:00,,,,28.56,,,HVStrategy,42,733835.0,RSI,42,42.96233335924979,LRSI,42,0.01344550431980344,TSI,42,-5.9209477363939,Broker,42,100010.72,100010.72,BuySell,42,,,BuySell,42,,,DataTrades,42,,
43,iv30,43,2010-03-05 00:00:00,,,,19.55,,,stockpx,43,2010-03-05 00:00:00,,,,28.58,,,HVStrategy,43,733836.0,RSI,43,41.883300951326675,LRSI,43,0.0,TSI,43,-6.88114761532252,Broker,43,100010.72,100010.72,BuySell,43,,,BuySell,43,,,DataTrades,43,,
44,iv30,44,2010-03-08 00:00:00,,,,20.3,,,stockpx,44,2010-03-08 00:00:00,,,,28.66,,,HVStrategy,44,733839.0,RSI,44,44.560981814135296,LRSI,44,0.05379884578341734,TSI,44,-7.030772863135229,Broker,44,100010.72,100010.72,BuySell,44,,,BuySell,44,,,DataTrades,44,,
45,iv30,45,2010-03-09 00:00:00,,,,20.07,,,stockpx,45,2010-03-09 00:00:00,,,,28.79,,,HVStrategy,45,733840.0,RSI,45,43.89309126244105,LRSI,45,0.020129411700274984,TSI,45,-7.336664279252971,Broker,45,100010.72,100010.72,BuySell,45,,,BuySell,45,,,DataTrades,45,,
46,iv30,46,2010-03-10 00:00:00,,,,20.51,,,stockpx,46,2010-03-10 00:00:00,,,,28.97,,,HVStrategy,46,733841.0,RSI,46,45.57370850830084,LRSI,46,0.33084164084377166,TSI,46,-7.183597992602573,Broker,46,100010.72,100010.72,BuySell,46,,,BuySell,46,,,DataTrades,46,,
47,iv30,47,2010-03-11 00:00:00,,,,20.44,,,stockpx,47,2010-03-11 00:00:00,,,,29.16,,,HVStrategy,47,733842.0,RSI,47,45.34102060150156,LRSI,47,0.39137089607736236,TSI,47,-7.112287035298545,Broker,47,100010.72,100010.72,BuySell,47,,,BuySell,47,,,DataTrades,47,,
48,iv30,48,2010-03-12 00:00:00,,,,20.1,,,stockpx,48,2010-03-12 00:00:00,,,,29.28,,,HVStrategy,48,733843.0,RSI,48,44.16159710841864,LRSI,48,0.435713523673954,TSI,48,-7.34874886721581,Broker,48,100010.72,100010.72,BuySell,48,,,BuySell,48,,,DataTrades,48,,
49,iv30,49,2010-03-15 00:00:00,,,,21.56,,,stockpx,49,2010-03-15 00:00:00,,,,29.28,,,HVStrategy,49,733846.0,RSI,49,50.157282268220605,LRSI,49,0.776338071585152,TSI,49,-6.028860957122224,Broker,49,100010.72,100010.72,BuySell,49,,,BuySell,49,,,DataTrades,49,,
50,iv30,50,2010-03-16 00:00:00,,,,19.82,,,stockpx,50,2010-03-16 00:00:00,,,,29.34,,,HVStrategy,50,733847.0,RSI,50,44.082224532581215,LRSI,50,0.48423396005458574,TSI,50,-6.548638112002775,Broker,50,100010.72,100010.72,BuySell,50,,,BuySell,50,,,DataTrades,50,,
51,iv30,51,2010-03-17 00:00:00,,,,19.97,,,stockpx,51,2010-03-17 00:00:00,,,,29.59,,,HVStrategy,51,733848.0,RSI,51,44.704004588657426,LRSI,51,0.6349142455483626,TSI,51,-6.815885304631925,Broker,51,100010.72,100010.72,BuySell,51,,,BuySell,51,,,DataTrades,51,,
52,iv30,52,2010-03-18 00:00:00,,,,19.61,,,stockpx,52,2010-03-18 00:00:00,,,,29.6,,,HVStrategy,52,733849.0,RSI,52,43.45511587955788,LRSI,52,0.4861646989631789,TSI,52,-7.3871812209344645,Broker,52,100010.72,100010.72,BuySell,52,,,BuySell,52,,,DataTrades,52,,
53,iv30,53,2010-03-19 00:00:00,,,,19.98,,,stockpx,53,2010-03-19 00:00:00,,,,29.56,,,HVStrategy,53,733850.0,RSI,53,45.151127870515126,LRSI,53,0.4372646329069078,TSI,53,-7.440065942801274,Broker,53,100010.72,100010.72,BuySell,53,,,BuySell,53,,,DataTrades,53,,
54,iv30,54,2010-03-22 00:00:00,,,,19.52,,,stockpx,54,2010-03-22 00:00:00,,,,29.6,,,HVStrategy,54,733853.0,RSI,54,43.40793470632575,LRSI,54,0.0,TSI,54,-7.954116340117405,Broker,54,100010.72,100010.72,BuySell,54,,,BuySell,54,,,DataTrades,54,,
55,iv30,55,2010-03-23 00:00:00,,,,19.57,,,stockpx,55,2010-03-23 00:00:00,,,,29.85,,,HVStrategy,55,733854.0,RSI,55,43.66254210124526,LRSI,55,0.0,TSI,55,-8.326553381722722,Broker,55,100010.72,100010.72,BuySell,55,,,BuySell,55,,,DataTrades,55,,
56,iv30,56,2010-03-24 00:00:00,,,,20.67,,,stockpx,56,2010-03-24 00:00:00,,,,29.68,,,HVStrategy,56,733855.0,RSI,56,49.089203515401934,LRSI,56,0.4049972284257905,TSI,56,-7.24135372451163,Broker,56,100010.72,100010.72,BuySell,56,,,BuySell,56,,,DataTrades,56,,
57,iv30,57,2010-03-25 00:00:00,,,,20.98,,,stockpx,57,2010-03-25 00:00:00,,,,30.05,,,HVStrategy,57,733856.0,RSI,57,50.535258849353454,LRSI,57,0.4783060389847815,TSI,57,-5.930786348403381,Broker,57,100010.72,100010.72,BuySell,57,,,BuySell,57,,,DataTrades,57,,
58,iv30,58,2010-03-26 00:00:00,,,,20.86,,,stockpx,58,2010-03-26 00:00:00,,,,29.69,,,HVStrategy,58,733857.0,RSI,58,49.94388572440065,LRSI,58,0.5650474330836448,TSI,58,-4.9672568673274515,Broker,58,100010.72,100010.72,BuySell,58,,,BuySell,58,,,DataTrades,58,,
59,iv30,59,2010-03-29 00:00:00,,,,20.39,,,stockpx,59,2010-03-29 00:00:00,,,,29.58,,,HVStrategy,59,733860.0,RSI,59,47.594650382706256,LRSI,59,0.6945354296587428,TSI,59,-4.729608952970264,Broker,59,100010.72,100010.72,BuySell,59,,,BuySell,59,,,DataTrades,59,,
60,iv30,60,2010-03-30 00:00:00,,,,20.95,,,stockpx,60,2010-03-30 00:00:00,,,,29.75,,,HVStrategy,60,733861.0,RSI,60,50.57758032894413,LRSI,60,1.0,TSI,60,-3.7477216971950638,Broker,60,100010.72,100010.72,BuySell,60,,,BuySell,60,,,DataTrades,60,,
61,iv30,61,2010-03-31 00:00:00,,,,20.91,,,stockpx,61,2010-03-31 00:00:00,,,,29.28,,,HVStrategy,61,733862.0,RSI,61,50.35709244692684,LRSI,61,1.0,TSI,61,-2.9707335665564907,Broker,61,100010.72,100010.72,BuySell,61,,,BuySell,61,,,DataTrades,61,,
62,iv30,62,2010-04-01 00:00:00,,,,21.29,,,stockpx,62,2010-04-01 00:00:00,,,,29.12,,,HVStrategy,62,733863.0,RSI,62,52.47663504667335,LRSI,62,1.0,TSI,62,-1.75118960898496,Broker,62,100010.72,100010.72,BuySell,62,,,BuySell,62,,,DataTrades,62,,
63,iv30,63,2010-04-05 00:00:00,,,,22.37,,,stockpx,63,2010-04-05 00:00:00,,,,29.27,,,HVStrategy,63,733867.0,RSI,63,57.96922502013675,LRSI,63,0.9958081842408278,TSI,63,0.8827406688323005,Broker,63,100010.72,100010.72,BuySell,63,,,BuySell,63,,,DataTrades,63,,
64,iv30,64,2010-04-06 00:00:00,,,,22.23,,,stockpx,64,2010-04-06 00:00:00,,,,29.35,,,HVStrategy,64,733868.0,RSI,64,57.04876442252502,LRSI,64,0.9258506898106325,TSI,64,2.8666347466816124,Broker,64,100010.72,100010.72,BuySell,64,,,BuySell,64,,,DataTrades,64,,
65,iv30,65,2010-04-07 00:00:00,,,,23.18,,,stockpx,65,2010-04-07 00:00:00,,,,29.33,,,HVStrategy,65,733869.0,RSI,65,61.51442711896701,LRSI,65,1.0,TSI,65,5.933554531089016,Broker,65,100010.72,100010.72,BuySell,65,,,BuySell,65,,,DataTrades,65,,
66,iv30,66,2010-04-08 00:00:00,,,,23.26,,,stockpx,66,2010-04-08 00:00:00,,,,29.9,,,HVStrategy,66,733870.0,RSI,66,61.87391440758634,LRSI,66,1.0,TSI,66,8.592650271957156,Broker,66,100010.72,100010.72,BuySell,66,,,BuySell,66,,,DataTrades,66,,
67,iv30,67,2010-04-09 00:00:00,,,,22.35,,,stockpx,67,2010-04-09 00:00:00,,,,30.34,,,HVStrategy,67,733871.0,RSI,67,55.5209219382097,LRSI,67,1.0,TSI,67,9.20266017793783,Broker,67,100010.72,100010.72,BuySell,67,,,BuySell,67,,,DataTrades,67,,
68,iv30,68,2010-04-12 00:00:00,,,,23.87,,,stockpx,68,2010-04-12 00:00:00,,,,30.34,,,HVStrategy,68,733874.0,RSI,68,62.45528315439035,LRSI,68,1.0,TSI,68,11.912645664695555,Broker,68,100010.72,100010.72,BuySell,68,,,BuySell,68,,,DataTrades,68,,
69,iv30,69,2010-04-13 00:00:00,,,,23.75,,,stockpx,69,2010-04-13 00:00:00,,,,30.5,,,HVStrategy,69,733875.0,RSI,69,61.63828036520327,LRSI,69,1.0,TSI,69,13.86082065984825,Broker,69,100010.72,100010.72,BuySell,69,,,BuySell,69,,,DataTrades,69,,
70,iv30,70,2010-04-14 00:00:00,,,,22.76,,,stockpx,70,2010-04-14 00:00:00,,,,30.87,,,HVStrategy,70,733876.0,RSI,70,55.220387814245655,LRSI,70,0.9450955695316714,TSI,70,13.586972281260525,Broker,70,100010.72,100010.72,BuySell,70,,,BuySell,70,,,DataTrades,70,,
71,iv30,71,2010-04-15 00:00:00,,,,24.23,,,stockpx,71,2010-04-15 00:00:00,,,,30.89,,,HVStrategy,71,733877.0,RSI,71,61.611922048703526,LRSI,71,1.0,TSI,71,15.416609592338798,Broker,71,100010.72,100010.72,BuySell,71,,,BuySell,71,,,DataTrades,71,,
72,iv30,72,2010-04-16 00:00:00,,,,24.13,,,stockpx,72,2010-04-16 00:00:00,,,,30.75,,,HVStrategy,72,733878.0,RSI,72,60.974335398312725,LRSI,72,1.0,TSI,72,16.663890272758742,Broker,72,100010.72,100010.72,BuySell,72,,,BuySell,72,,,DataTrades,72,,
73,iv30,73,2010-04-19 00:00:00,,,,22.05,,,stockpx,73,2010-04-19 00:00:00,,,,31.04,,,HVStrategy,73,733881.0,RSI,73,49.499997103431355,LRSI,73,0.6080233842990163,TSI,73,13.805117399218306,Broker,73,100010.72,100010.72,BuySell,73,,,BuySell,73,,,DataTrades,73,,
74,iv30,74,2010-04-20 00:00:00,,,,22.82,,,stockpx,74,2010-04-20 00:00:00,,,,31.37,,,HVStrategy,74,733882.0,RSI,74,53.02424475712934,LRSI,74,0.7106542329771939,TSI,74,12.658586351232326,Broker,74,100010.72,100010.72,BuySell,74,,,BuySell,74,,,DataTrades,74,,
75,iv30,75,2010-04-21 00:00:00,,,,23.16,,,stockpx,75,2010-04-21 00:00:00,,,,31.36,,,HVStrategy,75,733883.0,RSI,75,54.533085404735104,LRSI,75,0.6118732947384132,TSI,75,12.23092353265405,Broker,75,100010.72,100010.72,BuySell,75,,,BuySell,75,,,DataTrades,75,,
76,iv30,76,2010-04-22 00:00:00,,,,27.01,,,stockpx,76,2010-04-22 00:00:00,,,,31.44,,,HVStrategy,76,733884.0,RSI,76,67.32957576738198,LRSI,76,0.6729646274250128,TSI,76,16.832950508802806,Broker,76,100010.72,100010.72,BuySell,76,,,BuySell,76,,,DataTrades,76,,
77,iv30,77,2010-04-23 00:00:00,,,,18.39,,,stockpx,77,2010-04-23 00:00:00,,,,30.89,,,HVStrategy,77,733885.0,RSI,77,40.11007767592947,LRSI,77,0.3556025193508545,TSI,77,7.130387652207938,Broker,77,100010.72,100010.72,BuySell,77,,,BuySell,77,,,DataTrades,77,,
78,iv30,78,2010-04-26 00:00:00,,,,18.85,,,stockpx,78,2010-04-26 00:00:00,,,,31.18,,,HVStrategy,78,733888.0,RSI,78,41.46992014566644,LRSI,78,0.36745265187066195,TSI,78,1.5867888661079337,Broker,78,100010.72,100010.72,BuySell,78,,,BuySell,78,,,DataTrades,78,,
79,iv30,79,2010-04-27 00:00:00,,,,20.07,,,stockpx,79,2010-04-27 00:00:00,,,,30.92,,,HVStrategy,79,733889.0,RSI,79,45.03452595904533,LRSI,79,0.3545333405148177,TSI,79,-0.8384466489699972,Broker,79,100010.72,100010.72,BuySell,79,,,BuySell,79,,,DataTrades,79,,
80,iv30,80,2010-04-28 00:00:00,,,,18.05,,,stockpx,80,2010-04-28 00:00:00,,,,30.93,,,HVStrategy,80,733890.0,RSI,80,40.62307540760674,LRSI,80,0.0,TSI,80,-4.509616697688153,Broker,80,100010.72,100010.72,BuySell,80,,,BuySell,80,,,DataTrades,80,,
81,iv30,81,2010-04-29 00:00:00,,,,17.69,,,stockpx,81,2010-04-29 00:00:00,,,,31.05,,,HVStrategy,81,733891.0,RSI,81,39.87343110806696,LRSI,81,0.0,TSI,81,-7.453956374373546,Broker,81,100010.72,100010.72,BuySell,81,,,BuySell,81,,,DataTrades,81,,
82,iv30,82,2010-04-30 00:00:00,,,,19.48,,,stockpx,82,2010-04-30 00:00:00,,,,30.57,,,HVStrategy,82,733892.0,RSI,82,45.28047592068936,LRSI,82,0.0,TSI,82,-7.833960682075213,Broker,82,100010.72,100010.72,BuySell,82,,,BuySell,82,,,DataTrades,82,,
83,iv30,83,2010-05-03 00:00:00,,,,18.49,,,stockpx,83,2010-05-03 00:00:00,,,,30.96,,,HVStrategy,83,733895.0,RSI,83,42.978445302807486,LRSI,83,0.0,TSI,83,-8.93579943149652,Broker,83,100010.72,100010.72,BuySell,83,,,BuySell,83,,,DataTrades,83,,
84,iv30,84,2010-05-04 00:00:00,,,,23.36,,,stockpx,84,2010-05-04 00:00:00,,,,30.09,,,HVStrategy,84,733896.0,RSI,84,55.07730334883981,LRSI,84,0.3931959152095898,TSI,84,-5.217561872264933,Broker,84,100010.72,100010.72,BuySell,84,,,BuySell,84,,,DataTrades,84,,
85,iv30,85,2010-05-05 00:00:00,,,,23.43,,,stockpx,85,2010-05-05 00:00:00,,,,29.87,,,HVStrategy,85,733897.0,RSI,85,55.22436547423533,LRSI,85,0.4583478895551759,TSI,85,-2.4451385032244395,Broker,85,100010.72,100010.72,BuySell,85,,,BuySell,85,,,DataTrades,85,,
86,iv30,86,2010-05-06 00:00:00,,,,23.98,,,stockpx,86,2010-05-06 00:00:00,,,,29.67,,,HVStrategy,86,733898.0,RSI,86,56.43123305580425,LRSI,86,0.6232130184703908,TSI,86,0.10932167070392562,Broker,86,100010.72,100010.72,BuySell,86,,,BuySell,86,,,DataTrades,86,,
87,iv30,87,2010-05-07 00:00:00,,,,29.73,,,stockpx,87,2010-05-07 00:00:00,,,,28.17,,,HVStrategy,87,733899.0,RSI,87,66.57463919724631,LRSI,87,1.0,TSI,87,6.4670113510685034,Broker,87,100010.72,100010.72,BuySell,87,,,BuySell,87,,,DataTrades,87,,
88,iv30,88,2010-05-10 00:00:00,,,,28.0,,,stockpx,88,2010-05-10 00:00:00,,,,28.91,,,HVStrategy,88,733902.0,RSI,88,61.90486112586178,LRSI,88,0.8523723101267245,TSI,88,9.706085491735006,Broker,88,100010.72,100010.72,BuySell,88,,,BuySell,88,,,DataTrades,88,,
