Id,spx-1950-2018,len,datetime,open,high,low,close,volume,openinterest,MomentumStrategy,len,datetime,MACD,len,macd,signal,CrossOver,len,crossover,CrossDown,len,cross,ATR,len,atr,SMA,len,sma,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
1,spx-1950-2018,1,1999-01-04 23:59:59.999989,1229.23,1248.81,1219.1,1228.1,877000000.0,0.0,MomentumStrategy,1,729758.9999999999,MACD,1,,,CrossOver,1,,CrossDown,1,,ATR,1,,SMA,1,,Broker,1,100000.0,100000.0,BuySell,1,,,Trades,1,,
2,spx-1950-2018,2,1999-01-05 23:59:59.999989,1228.1,1246.11,1228.1,1244.78,775000000.0,0.0,MomentumStrategy,2,729759.9999999999,MACD,2,,,CrossOver,2,,CrossDown,2,,ATR,2,,SMA,2,,Broker,2,100000.0,100000.0,BuySell,2,,,Trades,2,,
3,spx-1950-2018,3,1999-01-06 23:59:59.999989,1244.78,1272.5,1244.78,1272.34,986900000.0,0.0,MomentumStrategy,3,729760.9999999999,MACD,3,,,CrossOver,3,,CrossDown,3,,ATR,3,,SMA,3,,Broker,3,100000.0,100000.0,BuySell,3,,,Trades,3,,
4,spx-1950-2018,4,1999-01-07 23:59:59.999989,1272.34,1272.34,1257.68,1269.73,863000000.0,0.0,MomentumStrategy,4,729761.9999999999,MACD,4,,,CrossOver,4,,CrossDown,4,,ATR,4,,SMA,4,,Broker,4,100000.0,100000.0,BuySell,4,,,Trades,4,,
5,spx-1950-2018,5,1999-01-08 23:59:59.999989,1269.73,1278.24,1261.82,1275.09,937800000.0,0.0,MomentumStrategy,5,729762.9999999999,MACD,5,,,CrossOver,5,,CrossDown,5,,ATR,5,,SMA,5,,Broker,5,100000.0,100000.0,BuySell,5,,,Trades,5,,
6,spx-1950-2018,6,1999-01-11 23:59:59.999989,1275.09,1276.22,1253.34,1263.88,818000000.0,0.0,MomentumStrategy,6,729765.9999999999,MACD,6,,,CrossOver,6,,CrossDown,6,,ATR,6,,SMA,6,,Broker,6,100000.0,100000.0,BuySell,6,,,Trades,6,,
7,spx-1950-2018,7,1999-01-12 23:59:59.999989,1263.88,1264.45,1238.29,1239.51,800200000.0,0.0,MomentumStrategy,7,729766.9999999999,MACD,7,,,CrossOver,7,,CrossDown,7,,ATR,7,,SMA,7,,Broker,7,100000.0,100000.0,BuySell,7,,,Trades,7,,
8,spx-1950-2018,8,1999-01-13 23:59:59.999989,1239.51,1247.75,1205.46,1234.4,931500000.0,0.0,MomentumStrategy,8,729767.9999999999,MACD,8,,,CrossOver,8,,CrossDown,8,,ATR,8,,SMA,8,,Broker,8,100000.0,100000.0,BuySell,8,,,Trades,8,,
9,spx-1950-2018,9,1999-01-14 23:59:59.999989,1234.4,1236.81,1209.54,1212.19,797200000.0,0.0,MomentumStrategy,9,729768.9999999999,MACD,9,,,CrossOver,9,,CrossDown,9,,ATR,9,,SMA,9,,Broker,9,100000.0,100000.0,BuySell,9,,,Trades,9,,
10,spx-1950-2018,10,1999-01-15 23:59:59.999989,1212.19,1243.26,1212.19,1243.26,798100000.0,0.0,MomentumStrategy,10,729769.9999999999,MACD,10,,,CrossOver,10,,CrossDown,10,,ATR,10,,SMA,10,,Broker,10,100000.0,100000.0,BuySell,10,,,Trades,10,,
