Id,XLB,len,datetime,open,high,low,close,volume,openinterest,XLE,len,datetime,open,high,low,close,volume,openinterest,XLF,len,datetime,open,high,low,close,volume,openinterest,XLI,len,datetime,open,high,low,close,volume,openinterest,XLK,len,datetime,open,high,low,close,volume,openinterest,XLP,len,datetime,open,high,low,close,volume,openinterest,XLU,len,datetime,open,high,low,close,volume,openinterest,XLV,len,datetime,open,high,low,close,volume,openinterest,XLY,len,datetime,open,high,low,close,volume,openinterest,BackTradingStrategy,len,datetime,SimpleMovingAverage,len,sma,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
52,XLB,52,2013-04-25 23:59:59.999989,39.37,39.77,39.25,35.77,5764914.2,0.0,XLE,52,2013-04-25 23:59:59.999989,77.44,78.24,76.94,68.42,12069881.92,0.0,XLF,52,2013-04-25 23:59:59.999989,15.12,15.24,15.09,10.7,31339059.59,0.0,XLI,52,2013-04-25 23:59:59.999989,41.28,41.54,41.16,37.55,8941201.99,0.0,XLK,52,2013-04-25 23:59:59.999989,30.02,30.21,29.98,27.61,5942709.16,0.0,XLP,52,2013-04-25 23:59:59.999989,40.86,41.01,40.76,36.16,10787029.83,0.0,XLU,52,2013-04-25 23:59:59.999989,41.02,41.09,40.77,34.59,8415280.36,0.0,XLV,52,2013-04-25 23:59:59.999989,47.62,47.68,47.3,44.23,10077716.71,0.0,XLY,52,2013-04-25 23:59:59.999989,54.15,54.69,54.15,50.89,6353593.75,0.0,BackTradingStrategy,52,734983.9999999999,SimpleMovingAverage,52,,Broker,52,100000.0,100000.0,BuySell,52,,,BuySell,52,,,BuySell,52,,,BuySell,52,,,BuySell,52,,,BuySell,52,,,BuySell,52,,,BuySell,52,,,BuySell,52,,,DataTrades,52,,,,,,,,,
53,XLB,53,2013-04-26 23:59:59.999989,39.43,39.43,38.76,35.27,7043094.45,0.0,XLE,53,2013-04-26 23:59:59.999989,77.14,77.37,76.57,68.3,9878348.55,0.0,XLF,53,2013-04-26 23:59:59.999989,15.13,15.16,15.02,10.66,20796261.07,0.0,XLI,53,2013-04-26 23:59:59.999989,41.3,41.45,41.14,37.44,7117795.99,0.0,XLK,53,2013-04-26 23:59:59.999989,30.0,30.13,29.92,27.6,4930608.1,0.0,XLP,53,2013-04-26 23:59:59.999989,40.8,41.01,40.8,36.15,8383094.72,0.0,XLU,53,2013-04-26 23:59:59.999989,40.8,41.16,40.8,34.64,5024297.47,0.0,XLV,53,2013-04-26 23:59:59.999989,47.39,47.65,47.27,44.22,5743958.49,0.0,XLY,53,2013-04-26 23:59:59.999989,54.45,54.49,54.12,50.67,2308980.08,0.0,BackTradingStrategy,53,734984.9999999999,SimpleMovingAverage,53,,Broker,53,100000.0,100000.0,BuySell,53,,,BuySell,53,,,BuySell,53,,,BuySell,53,,,BuySell,53,,,BuySell,53,,,BuySell,53,,,BuySell,53,,,BuySell,53,,,DataTrades,53,,,,,,,,,
54,XLB,54,2013-04-29 23:59:59.999989,39.01,39.53,38.88,35.8,6295439.95,0.0,XLE,54,2013-04-29 23:59:59.999989,77.65,78.28,77.3,68.99,10809601.8,0.0,XLF,54,2013-04-29 23:59:59.999989,15.15,15.17,15.09,10.7,26078719.42,0.0,XLI,54,2013-04-29 23:59:59.999989,41.4,41.54,41.16,37.63,7205616.47,0.0,XLK,54,2013-04-29 23:59:59.999989,30.11,30.55,30.11,27.99,7584562.01,0.0,XLP,54,2013-04-29 23:59:59.999989,41.01,41.07,40.86,36.27,5920099.78,0.0,XLU,54,2013-04-29 23:59:59.999989,41.13,41.38,40.93,34.93,4933585.18,0.0,XLV,54,2013-04-29 23:59:59.999989,47.58,47.86,47.58,44.36,3674332.32,0.0,XLY,54,2013-04-29 23:59:59.999989,54.51,54.67,54.28,50.85,2948241.87,0.0,BackTradingStrategy,54,734987.9999999999,SimpleMovingAverage,54,,Broker,54,100000.0,100000.0,BuySell,54,,,BuySell,54,,,BuySell,54,,,BuySell,54,,,BuySell,54,,,BuySell,54,,,BuySell,54,,,BuySell,54,,,BuySell,54,,,DataTrades,54,,,,,,,,,
55,XLB,55,2013-04-30 23:59:59.999989,39.42,39.57,39.13,35.86,9683133.15,0.0,XLE,55,2013-04-30 23:59:59.999989,78.05,78.3,77.35,69.27,8881082.55,0.0,XLF,55,2013-04-30 23:59:59.999989,15.14,15.2,15.08,10.73,35721318.22,0.0,XLI,55,2013-04-30 23:59:59.999989,41.5,41.5,41.13,37.64,7367814.61,0.0,XLK,55,2013-04-30 23:59:59.999989,30.51,30.81,30.44,28.3,12306538.51,0.0,XLP,55,2013-04-30 23:59:59.999989,40.98,41.03,40.77,36.2,10039148.57,0.0,XLU,55,2013-04-30 23:59:59.999989,41.28,41.44,41.19,35.02,6609590.07,0.0,XLV,55,2013-04-30 23:59:59.999989,47.56,47.56,47.09,44.03,7644379.85,0.0,XLY,55,2013-04-30 23:59:59.999989,54.49,54.63,54.36,50.99,3592825.6,0.0,BackTradingStrategy,55,734988.9999999999,SimpleMovingAverage,55,,Broker,55,100000.0,100000.0,BuySell,55,,,BuySell,55,,,BuySell,55,,,BuySell,55,,,BuySell,55,,,BuySell,55,,,BuySell,55,,,BuySell,55,,,BuySell,55,,,DataTrades,55,,,,,,,,,
56,XLB,56,2013-05-01 23:59:59.999989,39.34,39.43,38.82,35.22,9374714.5,0.0,XLE,56,2013-05-01 23:59:59.999989,77.6,77.81,76.96,68.19,13561229.14,0.0,XLF,56,2013-05-01 23:59:59.999989,15.17,15.18,15.01,10.61,35272179.58,0.0,XLI,56,2013-05-01 23:59:59.999989,41.2,41.34,40.9,37.15,11036597.93,0.0,XLK,56,2013-05-01 23:59:59.999989,30.76,30.8,30.5,28.05,7982529.84,0.0,XLP,56,2013-05-01 23:59:59.999989,40.89,41.2,40.84,36.16,6680977.45,0.0,XLU,56,2013-05-01 23:59:59.999989,41.37,41.42,40.96,34.68,8764600.47,0.0,XLV,56,2013-05-01 23:59:59.999989,46.93,47.28,46.8,43.56,8605099.94,0.0,XLY,56,2013-05-01 23:59:59.999989,54.52,54.75,54.26,50.72,3987941.18,0.0,BackTradingStrategy,56,734989.9999999999,SimpleMovingAverage,56,,Broker,56,100000.0,100000.0,BuySell,56,,,BuySell,56,,,BuySell,56,,,BuySell,56,,,BuySell,56,,,BuySell,56,,,BuySell,56,,,BuySell,56,,,BuySell,56,,,DataTrades,56,,,,,,,,,
57,XLB,57,2013-05-02 23:59:59.999989,39.04,39.22,38.67,35.47,5596742.71,0.0,XLE,57,2013-05-02 23:59:59.999989,77.36,78.28,77.09,69.08,12032980.57,0.0,XLF,57,2013-05-02 23:59:59.999989,15.07,15.17,15.04,10.7,38160693.41,0.0,XLI,57,2013-05-02 23:59:59.999989,41.05,41.47,41.05,37.62,6740365.6,0.0,XLK,57,2013-05-02 23:59:59.999989,30.57,30.96,30.56,28.41,5891906.35,0.0,XLP,57,2013-05-02 23:59:59.999989,40.91,41.19,40.77,36.29,8128644.5,0.0,XLU,57,2013-05-02 23:59:59.999989,40.98,41.11,40.74,34.64,7468600.28,0.0,XLV,57,2013-05-02 23:59:59.999989,47.19,47.45,47.08,44.05,9119136.26,0.0,XLY,57,2013-05-02 23:59:59.999989,54.35,54.88,54.35,51.21,2827709.11,0.0,BackTradingStrategy,57,734990.9999999999,SimpleMovingAverage,57,,Broker,57,100000.0,100000.0,BuySell,57,,,BuySell,57,,,BuySell,57,,,BuySell,57,,,BuySell,57,,,BuySell,57,,,BuySell,57,,,BuySell,57,,,BuySell,57,,,DataTrades,57,,,,,,,,,
58,XLB,58,2013-05-03 23:59:59.999989,39.69,40.01,39.53,36.1,5285697.44,0.0,XLE,58,2013-05-03 23:59:59.999989,78.61,79.68,78.59,70.33,12432896.37,0.0,XLF,58,2013-05-03 23:59:59.999989,15.3,15.39,15.29,10.82,35604245.0,0.0,XLI,58,2013-05-03 23:59:59.999989,41.87,42.37,41.83,38.26,13362577.62,0.0,XLK,58,2013-05-03 23:59:59.999989,31.18,31.28,31.14,28.67,9581479.97,0.0,XLP,58,2013-05-03 23:59:59.999989,41.27,41.37,41.1,36.45,11355170.79,0.0,XLU,58,2013-05-03 23:59:59.999989,41.17,41.25,40.82,34.57,12669923.74,0.0,XLV,58,2013-05-03 23:59:59.999989,47.78,47.91,47.59,44.34,5797631.31,0.0,XLY,58,2013-05-03 23:59:59.999989,55.3,55.7,55.25,51.85,6076770.53,0.0,BackTradingStrategy,58,734991.9999999999,SimpleMovingAverage,58,,Broker,58,100000.0,100000.0,BuySell,58,,,BuySell,58,,,BuySell,58,,,BuySell,58,,,BuySell,58,,,BuySell,58,,,BuySell,58,,,BuySell,58,,,BuySell,58,,,DataTrades,58,,,,,,,,,
59,XLB,59,2013-05-06 23:59:59.999989,39.93,39.99,39.73,36.2,4220198.59,0.0,XLE,59,2013-05-06 23:59:59.999989,79.51,80.33,79.51,70.81,10625969.24,0.0,XLF,59,2013-05-06 23:59:59.999989,15.35,15.49,15.35,10.93,20729988.94,0.0,XLI,59,2013-05-06 23:59:59.999989,42.14,42.44,42.08,38.51,12403564.32,0.0,XLK,59,2013-05-06 23:59:59.999989,31.29,31.4,31.25,28.81,6652567.25,0.0,XLP,59,2013-05-06 23:59:59.999989,41.2,41.2,40.88,36.19,12847038.49,0.0,XLU,59,2013-05-06 23:59:59.999989,40.84,40.87,40.31,34.09,12460686.2,0.0,XLV,59,2013-05-06 23:59:59.999989,47.68,47.71,47.35,44.05,10156973.01,0.0,XLY,59,2013-05-06 23:59:59.999989,55.56,55.82,55.45,52.02,2983440.1,0.0,BackTradingStrategy,59,734994.9999999999,SimpleMovingAverage,59,,Broker,59,100000.0,100000.0,BuySell,59,,,BuySell,59,,,BuySell,59,,,BuySell,59,,,BuySell,59,,,BuySell,59,,,BuySell,59,,,BuySell,59,,,BuySell,59,,,DataTrades,59,,,,,,,,,
60,XLB,60,2013-05-07 23:59:59.999989,40.04,40.37,39.9,36.54,5514244.98,0.0,XLE,60,2013-05-07 23:59:59.999989,80.37,80.98,80.07,71.35,8584706.6,0.0,XLF,60,2013-05-07 23:59:59.999989,15.53,15.61,15.44,10.99,34369438.01,0.0,XLI,60,2013-05-07 23:59:59.999989,42.51,42.8,42.45,38.86,13365213.45,0.0,XLK,60,2013-05-07 23:59:59.999989,31.38,31.43,31.18,28.79,5769724.01,0.0,XLP,60,2013-05-07 23:59:59.999989,41.01,41.25,40.94,36.46,7207562.09,0.0,XLU,60,2013-05-07 23:59:59.999989,40.37,40.71,40.33,34.42,6163980.45,0.0,XLV,60,2013-05-07 23:59:59.999989,47.38,47.56,47.32,44.19,9160157.78,0.0,XLY,60,2013-05-07 23:59:59.999989,55.88,56.19,55.61,52.46,4312007.33,0.0,BackTradingStrategy,60,734995.9999999999,SimpleMovingAverage,60,,Broker,60,100000.0,100000.0,BuySell,60,,,BuySell,60,,,BuySell,60,,,BuySell,60,,,BuySell,60,,,BuySell,60,,,BuySell,60,,,BuySell,60,,,BuySell,60,,,DataTrades,60,,,,,,,,,
61,XLB,61,2013-05-08 23:59:59.999989,40.27,40.67,40.21,36.86,4654358.01,0.0,XLE,61,2013-05-08 23:59:59.999989,80.57,80.91,80.26,71.47,6345563.59,0.0,XLF,61,2013-05-08 23:59:59.999989,15.56,15.7,15.51,11.08,55066783.77,0.0,XLI,61,2013-05-08 23:59:59.999989,42.72,43.07,42.64,39.11,8970261.99,0.0,XLK,61,2013-05-08 23:59:59.999989,31.31,31.6,31.25,29.02,7802652.67,0.0,XLP,61,2013-05-08 23:59:59.999989,41.23,41.3,41.14,36.51,5855823.49,0.0,XLU,61,2013-05-08 23:59:59.999989,40.62,40.73,40.22,34.11,6063629.49,0.0,XLV,61,2013-05-08 23:59:59.999989,47.47,47.79,47.47,44.32,19316943.74,0.0,XLY,61,2013-05-08 23:59:59.999989,56.16,56.25,55.96,52.5,3171381.21,0.0,BackTradingStrategy,61,734996.9999999999,SimpleMovingAverage,61,,Broker,61,100000.0,100000.0,BuySell,61,,,BuySell,61,,,BuySell,61,,,BuySell,61,,,BuySell,61,,,BuySell,61,,,BuySell,61,,,BuySell,61,,,BuySell,61,,,DataTrades,61,,,,,,,,,
62,XLB,62,2013-05-09 23:59:59.999989,40.69,40.81,40.49,36.82,5402644.43,0.0,XLE,62,2013-05-09 23:59:59.999989,80.79,81.08,80.25,71.41,7199734.5,0.0,XLF,62,2013-05-09 23:59:59.999989,15.69,15.69,15.53,11.0,32861275.76,0.0,XLI,62,2013-05-09 23:59:59.999989,43.08,43.29,42.94,39.11,7324948.08,0.0,XLK,62,2013-05-09 23:59:59.999989,31.53,31.69,31.41,28.94,9429163.08,0.0,XLP,62,2013-05-09 23:59:59.999989,41.26,41.35,40.9,36.25,11380895.92,0.0,XLU,62,2013-05-09 23:59:59.999989,40.39,40.43,39.61,33.6,16655646.77,0.0,XLV,62,2013-05-09 23:59:59.999989,47.59,47.91,47.55,44.38,6641985.17,0.0,XLY,62,2013-05-09 23:59:59.999989,56.32,56.58,56.14,52.59,6208038.75,0.0,BackTradingStrategy,62,734997.9999999999,SimpleMovingAverage,62,,Broker,62,100000.0,100000.0,BuySell,62,,,BuySell,62,,,BuySell,62,,,BuySell,62,,,BuySell,62,,,BuySell,62,,,BuySell,62,,,BuySell,62,,,BuySell,62,,,DataTrades,62,,,,,,,,,
63,XLB,63,2013-05-10 23:59:59.999989,40.58,40.66,40.27,36.78,4423362.93,0.0,XLE,63,2013-05-10 23:59:59.999989,80.24,80.4,79.57,71.04,11700228.73,0.0,XLF,63,2013-05-10 23:59:59.999989,15.59,15.64,15.54,11.05,46374750.67,0.0,XLI,63,2013-05-10 23:59:59.999989,43.13,43.21,42.88,39.22,8696817.16,0.0,XLK,63,2013-05-10 23:59:59.999989,31.56,31.64,31.45,29.02,4312524.13,0.0,XLP,63,2013-05-10 23:59:59.999989,40.92,41.19,40.92,36.39,7342390.26,0.0,XLU,63,2013-05-10 23:59:59.999989,39.74,39.86,39.46,33.67,8901045.49,0.0,XLV,63,2013-05-10 23:59:59.999989,47.77,48.23,47.71,44.82,5623218.02,0.0,XLY,63,2013-05-10 23:59:59.999989,56.38,56.77,56.38,53.0,2769543.7,0.0,BackTradingStrategy,63,734998.9999999999,SimpleMovingAverage,63,,Broker,63,100000.0,100000.0,BuySell,63,,,BuySell,63,,,BuySell,63,,,BuySell,63,,,BuySell,63,,,BuySell,63,,,BuySell,63,,,BuySell,63,,,BuySell,63,,,DataTrades,63,,,,,,,,,
64,XLB,64,2013-05-13 23:59:59.999989,40.53,40.56,40.17,36.52,4039699.63,0.0,XLE,64,2013-05-13 23:59:59.999989,80.07,80.3,79.81,71.03,6569194.08,0.0,XLF,64,2013-05-13 23:59:59.999989,15.61,15.72,15.57,11.08,27387846.39,0.0,XLI,64,2013-05-13 23:59:59.999989,43.14,43.16,42.89,39.07,5210842.29,0.0,XLK,64,2013-05-13 23:59:59.999989,31.56,31.6,31.46,28.95,4347985.91,0.0,XLP,64,2013-05-13 23:59:59.999989,41.12,41.38,41.05,36.45,6915271.96,0.0,XLU,64,2013-05-13 23:59:59.999989,39.7,39.75,39.48,33.49,10419722.79,0.0,XLV,64,2013-05-13 23:59:59.999989,48.13,48.59,48.07,45.19,8516918.1,0.0,XLY,64,2013-05-13 23:59:59.999989,56.71,56.81,56.49,53.01,2107407.78,0.0,BackTradingStrategy,64,735001.9999999999,SimpleMovingAverage,64,,Broker,64,100000.0,100000.0,BuySell,64,,,BuySell,64,,,BuySell,64,,,BuySell,64,,,BuySell,64,,,BuySell,64,,,BuySell,64,,,BuySell,64,,,BuySell,64,,,DataTrades,64,,,,,,,,,
65,XLB,65,2013-05-14 23:59:59.999989,40.2,40.79,40.2,36.97,4590898.09,0.0,XLE,65,2013-05-14 23:59:59.999989,80.33,81.4,80.28,72.04,8495945.08,0.0,XLF,65,2013-05-14 23:59:59.999989,15.72,16.05,15.7,11.27,29721801.45,0.0,XLI,65,2013-05-14 23:59:59.999989,43.16,43.55,43.04,39.55,8984885.03,0.0,XLK,65,2013-05-14 23:59:59.999989,31.48,31.72,31.48,29.04,6773740.13,0.0,XLP,65,2013-05-14 23:59:59.999989,41.21,41.73,41.21,36.89,6518741.53,0.0,XLU,65,2013-05-14 23:59:59.999989,39.65,40.06,39.57,33.72,10438660.37,0.0,XLV,65,2013-05-14 23:59:59.999989,48.6,49.11,48.6,45.65,6121251.5,0.0,XLY,65,2013-05-14 23:59:59.999989,56.81,57.41,56.8,53.55,3276509.53,0.0,BackTradingStrategy,65,735002.9999999999,SimpleMovingAverage,65,,Broker,65,100000.0,100000.0,BuySell,65,,,BuySell,65,,,BuySell,65,,,BuySell,65,,,BuySell,65,,,BuySell,65,,,BuySell,65,,,BuySell,65,,,BuySell,65,,,DataTrades,65,,,,,,,,,
66,XLB,66,2013-05-15 23:59:59.999989,40.63,41.15,40.59,37.18,4805121.94,0.0,XLE,66,2013-05-15 23:59:59.999989,81.02,81.43,80.49,71.83,11547574.51,0.0,XLF,66,2013-05-15 23:59:59.999989,15.95,16.14,15.91,11.38,41036477.72,0.0,XLI,66,2013-05-15 23:59:59.999989,43.35,43.74,43.29,39.71,11286527.12,0.0,XLK,66,2013-05-15 23:59:59.999989,31.59,31.72,31.52,29.13,5896775.64,0.0,XLP,66,2013-05-15 23:59:59.999989,41.7,42.2,41.66,37.25,10369636.01,0.0,XLU,66,2013-05-15 23:59:59.999989,39.87,40.55,39.8,34.04,9107832.36,0.0,XLV,66,2013-05-15 23:59:59.999989,49.05,49.61,49.02,45.89,10973139.97,0.0,XLY,66,2013-05-15 23:59:59.999989,57.29,57.71,57.29,53.84,4440755.32,0.0,BackTradingStrategy,66,735003.9999999999,SimpleMovingAverage,66,,Broker,66,100000.0,100000.0,BuySell,66,,,BuySell,66,,,BuySell,66,,,BuySell,66,,,BuySell,66,,,BuySell,66,,,BuySell,66,,,BuySell,66,,,BuySell,66,,,DataTrades,66,,,,,,,,,
67,XLB,67,2013-05-16 23:59:59.999989,40.83,41.15,40.73,37.01,4158461.04,0.0,XLE,67,2013-05-16 23:59:59.999989,80.94,81.39,80.59,71.48,10668624.46,0.0,XLF,67,2013-05-16 23:59:59.999989,16.07,16.16,15.95,11.3,32617172.72,0.0,XLI,67,2013-05-16 23:59:59.999989,43.55,43.8,43.44,39.51,10937427.79,0.0,XLK,67,2013-05-16 23:59:59.999989,31.79,32.07,31.78,29.29,8406682.08,0.0,XLP,67,2013-05-16 23:59:59.999989,42.03,42.11,41.81,37.03,8233943.01,0.0,XLU,67,2013-05-16 23:59:59.999989,40.16,40.21,39.88,33.77,8501001.94,0.0,XLV,67,2013-05-16 23:59:59.999989,49.23,49.31,48.78,45.41,7398990.33,0.0,XLY,67,2013-05-16 23:59:59.999989,57.52,57.7,56.91,53.22,5578206.85,0.0,BackTradingStrategy,67,735004.9999999999,SimpleMovingAverage,67,,Broker,67,100000.0,100000.0,BuySell,67,,,BuySell,67,,,BuySell,67,,,BuySell,67,,,BuySell,67,,,BuySell,67,,,BuySell,67,,,BuySell,67,,,BuySell,67,,,DataTrades,67,,,,,,,,,
68,XLB,68,2013-05-17 23:59:59.999989,40.9,41.32,40.9,37.41,6387094.61,0.0,XLE,68,2013-05-17 23:59:59.999989,81.21,82.21,81.12,72.67,12971041.66,0.0,XLF,68,2013-05-17 23:59:59.999989,16.07,16.21,16.06,11.45,41698639.14,0.0,XLI,68,2013-05-17 23:59:59.999989,43.7,44.18,43.68,40.11,13056893.85,0.0,XLK,68,2013-05-17 23:59:59.999989,32.0,32.21,31.92,29.58,15791616.85,0.0,XLP,68,2013-05-17 23:59:59.999989,41.89,41.97,41.64,37.08,8282567.7,0.0,XLU,68,2013-05-17 23:59:59.999989,39.98,40.36,39.91,34.09,7652305.61,0.0,XLV,68,2013-05-17 23:59:59.999989,48.88,49.14,48.7,45.67,8601379.37,0.0,XLY,68,2013-05-17 23:59:59.999989,57.15,57.59,57.13,53.73,5331725.74,0.0,BackTradingStrategy,68,735005.9999999999,SimpleMovingAverage,68,,Broker,68,100000.0,100000.0,BuySell,68,,,BuySell,68,,,BuySell,68,,,BuySell,68,,,BuySell,68,,,BuySell,68,,,BuySell,68,,,BuySell,68,,,BuySell,68,,,DataTrades,68,,,,,,,,,
69,XLB,69,2013-05-20 23:59:59.999989,41.19,41.5,41.1,37.44,4763236.78,0.0,XLE,69,2013-05-20 23:59:59.999989,82.08,83.46,82.08,73.7,9019756.88,0.0,XLF,69,2013-05-20 23:59:59.999989,16.19,16.32,16.17,11.47,28558150.45,0.0,XLI,69,2013-05-20 23:59:59.999989,44.04,44.44,44.04,40.23,12854375.13,0.0,XLK,69,2013-05-20 23:59:59.999989,32.12,32.31,32.09,29.58,7433072.97,0.0,XLP,69,2013-05-20 23:59:59.999989,41.91,41.95,41.48,36.7,8723306.07,0.0,XLU,69,2013-05-20 23:59:59.999989,40.37,40.39,40.05,33.92,9584891.25,0.0,XLV,69,2013-05-20 23:59:59.999989,49.13,49.17,48.72,45.36,8341759.34,0.0,XLY,69,2013-05-20 23:59:59.999989,57.42,57.61,57.26,53.57,4512926.47,0.0,BackTradingStrategy,69,735008.9999999999,SimpleMovingAverage,69,,Broker,69,100000.0,100000.0,BuySell,69,,,BuySell,69,,,BuySell,69,,,BuySell,69,,,BuySell,69,,,BuySell,69,,,BuySell,69,,,BuySell,69,,,BuySell,69,,,DataTrades,69,,,,,,,,,
70,XLB,70,2013-05-21 23:59:59.999989,41.41,41.48,41.18,37.4,4119297.05,0.0,XLE,70,2013-05-21 23:59:59.999989,83.48,83.83,82.83,73.55,9591532.59,0.0,XLF,70,2013-05-21 23:59:59.999989,16.27,16.36,16.23,11.5,31518234.9,0.0,XLI,70,2013-05-21 23:59:59.999989,44.31,44.55,44.24,40.29,10214172.55,0.0,XLK,70,2013-05-21 23:59:59.999989,32.13,32.2,31.98,29.49,7702611.04,0.0,XLP,70,2013-05-21 23:59:59.999989,41.63,41.67,41.27,36.74,9202325.93,0.0,XLU,70,2013-05-21 23:59:59.999989,40.17,40.34,39.91,33.99,7620688.36,0.0,XLV,70,2013-05-21 23:59:59.999989,48.89,49.36,48.79,45.85,7738516.45,0.0,XLY,70,2013-05-21 23:59:59.999989,57.57,57.86,57.37,53.81,3584983.1,0.0,BackTradingStrategy,70,735009.9999999999,SimpleMovingAverage,70,,Broker,70,100000.0,100000.0,BuySell,70,,,BuySell,70,,,BuySell,70,,,BuySell,70,,,BuySell,70,,,BuySell,70,,,BuySell,70,,,BuySell,70,,,BuySell,70,,,DataTrades,70,,,,,,,,,
71,XLB,71,2013-05-22 23:59:59.999989,41.26,41.61,40.54,36.89,11144076.26,0.0,XLE,71,2013-05-22 23:59:59.999989,83.23,83.95,81.75,72.7,17557205.65,0.0,XLF,71,2013-05-22 23:59:59.999989,16.31,16.53,16.04,11.38,83457621.99,0.0,XLI,71,2013-05-22 23:59:59.999989,44.43,44.7,43.82,39.93,15039498.85,0.0,XLK,71,2013-05-22 23:59:59.999989,32.15,32.29,31.62,29.17,13236601.81,0.0,XLP,71,2013-05-22 23:59:59.999989,41.58,42.02,41.34,36.67,14940824.71,0.0,XLU,71,2013-05-22 23:59:59.999989,40.1,40.54,39.38,33.41,21103549.86,0.0,XLV,71,2013-05-22 23:59:59.999989,49.56,50.4,49.06,45.85,18727003.31,0.0,XLY,71,2013-05-22 23:59:59.999989,57.69,58.09,56.83,53.3,8933608.33,0.0,BackTradingStrategy,71,735010.9999999999,SimpleMovingAverage,71,,Broker,71,100000.0,100000.0,BuySell,71,,,BuySell,71,,,BuySell,71,,,BuySell,71,,,BuySell,71,,,BuySell,71,,,BuySell,71,,,BuySell,71,,,BuySell,71,,,DataTrades,71,,,,,,,,,
72,XLB,72,2013-05-23 23:59:59.999989,40.25,40.8,40.06,36.91,6256458.38,0.0,XLE,72,2013-05-23 23:59:59.999989,81.12,82.19,80.85,72.74,11320225.76,0.0,XLF,72,2013-05-23 23:59:59.999989,15.88,16.09,15.83,11.31,52075751.63,0.0,XLI,72,2013-05-23 23:59:59.999989,43.43,43.95,43.43,39.82,9858081.71,0.0,XLK,72,2013-05-23 23:59:59.999989,31.48,31.85,31.41,29.16,15630663.45,0.0,XLP,72,2013-05-23 23:59:59.999989,41.14,41.45,41.05,36.52,11345001.22,0.0,XLU,72,2013-05-23 23:59:59.999989,39.26,39.41,38.67,33.18,20328739.57,0.0,XLV,72,2013-05-23 23:59:59.999989,48.88,49.43,48.73,45.83,6203110.7,0.0,XLY,72,2013-05-23 23:59:59.999989,56.46,57.07,56.38,53.19,5115495.6,0.0,BackTradingStrategy,72,735011.9999999999,SimpleMovingAverage,72,,Broker,72,100000.0,100000.0,BuySell,72,,,BuySell,72,,,BuySell,72,,,BuySell,72,,,BuySell,72,,,BuySell,72,,,BuySell,72,,,BuySell,72,,,BuySell,72,,,DataTrades,72,,,,,,,,,
73,XLB,73,2013-05-24 23:59:59.999989,40.53,40.62,40.27,36.78,5242363.2,0.0,XLE,73,2013-05-24 23:59:59.999989,81.46,81.72,81.0,72.31,7668233.47,0.0,XLF,73,2013-05-24 23:59:59.999989,15.93,16.04,15.86,11.32,43879349.22,0.0,XLI,73,2013-05-24 23:59:59.999989,43.58,43.78,43.38,39.7,7980551.1,0.0,XLK,73,2013-05-24 23:59:59.999989,31.53,31.71,31.47,29.11,4847560.44,0.0,XLP,73,2013-05-24 23:59:59.999989,41.32,41.72,41.32,36.87,14159965.57,0.0,XLU,73,2013-05-24 23:59:59.999989,39.16,39.16,38.7,32.83,8427371.26,0.0,XLV,73,2013-05-24 23:59:59.999989,49.08,49.2,48.74,45.69,5494569.81,0.0,XLY,73,2013-05-24 23:59:59.999989,56.64,56.83,56.28,53.03,4827748.6,0.0,BackTradingStrategy,73,735012.9999999999,SimpleMovingAverage,73,,Broker,73,100000.0,100000.0,BuySell,73,,,BuySell,73,,,BuySell,73,,,BuySell,73,,,BuySell,73,,,BuySell,73,,,BuySell,73,,,BuySell,73,,,BuySell,73,,,DataTrades,73,,,,,,,,,
74,XLB,74,2013-05-28 23:59:59.999989,41.05,41.1,40.8,37.12,5079813.94,0.0,XLE,74,2013-05-28 23:59:59.999989,82.86,83.23,82.15,73.07,9476577.49,0.0,XLF,74,2013-05-28 23:59:59.999989,16.25,16.34,16.12,11.44,41547229.51,0.0,XLI,74,2013-05-28 23:59:59.999989,44.25,44.35,43.86,39.9,12428626.95,0.0,XLK,74,2013-05-28 23:59:59.999989,32.04,32.14,31.77,29.25,5793056.44,0.0,XLP,74,2013-05-28 23:59:59.999989,42.06,42.19,41.64,36.93,13904983.29,0.0,XLU,74,2013-05-28 23:59:59.999989,38.6,38.84,38.21,32.45,20320705.81,0.0,XLV,74,2013-05-28 23:59:59.999989,49.52,50.06,49.42,46.16,9231228.14,0.0,XLY,74,2013-05-28 23:59:59.999989,57.47,57.74,57.1,53.54,6069580.93,0.0,BackTradingStrategy,74,735016.9999999999,SimpleMovingAverage,74,,Broker,74,100000.0,100000.0,BuySell,74,,,BuySell,74,,,BuySell,74,,,BuySell,74,,,BuySell,74,,,BuySell,74,,,BuySell,74,,,BuySell,74,,,BuySell,74,,,DataTrades,74,,,,,,,,,
