,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,datetime,cumulative_pnl
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-12,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-13,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-14,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-15,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-18,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-19,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-20,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-21,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-22,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-25,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-26,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-27,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-28,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-01,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-02,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-03,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-04,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-05,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-08,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-09,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-10,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-11,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-12,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-15,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-16,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-17,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-18,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-19,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-22,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-23,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-24,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-25,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-26,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-29,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-30,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-01,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-02,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-03,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-06,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-07,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-08,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-09,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-10,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-13,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-15,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-16,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-17,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-20,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-22,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-23,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-24,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-29,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-30,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-31,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-03,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-04,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-05,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-06,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-07,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-10,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-11,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-12,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-13,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-14,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-17,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-18,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-19,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-20,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-21,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-24,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-25,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-26,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-27,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-28,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-01,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-02,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-03,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-05,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-08,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-09,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-10,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-11,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-12,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-15,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-16,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-17,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-18,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-19,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-22,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-23,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-24,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-25,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-26,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-29,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-30,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-31,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-01,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-02,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-05,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-06,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-07,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-08,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-09,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-12,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-13,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-14,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-15,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-16,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-19,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-20,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-21,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-22,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-23,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-26,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-27,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-28,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-29,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-30,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-03,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-04,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-05,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-06,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-09,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-10,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-11,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-12,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-13,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-16,0.0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-17,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-18,0.0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-19,0.0
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-20,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-23,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-24,0.0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-25,0.0
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-26,0.0
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-27,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-30,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-01,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-02,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-03,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-04,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-07,0.0
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-08,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-09,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-10,0.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-11,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-14,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-15,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-16,0.0
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-17,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-18,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-21,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-22,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-23,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-24,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-25,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-28,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-29,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-30,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-31,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-01,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-04,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-05,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-06,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-07,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-08,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-11,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-12,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-13,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-14,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-15,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-18,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-19,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-20,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-21,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-22,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-25,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-26,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-27,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-29,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-03,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-04,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-05,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-06,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-09,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-11,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-12,0.0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-13,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-16,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-17,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-18,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-19,0.0
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-20,0.0
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-23,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-24,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-26,0.0
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-27,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-30,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-31,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-02,0.0
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-03,0.0
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-06,0.0
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-07,0.0
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-08,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-09,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-10,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-13,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-14,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-15,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-16,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-17,0.0
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-21,0.0
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-22,0.0
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-23,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-24,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-27,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-28,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-29,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-30,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-31,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-03,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-04,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-05,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-06,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-07,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-10,0.0
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-11,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-12,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-13,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-14,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-18,0.0
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-19,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-20,0.0
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-21,0.0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-24,0.0
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-25,0.0
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-26,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-27,0.0
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-28,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-03,0.0
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-04,0.0
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-06,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-07,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-10,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-11,0.0
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-12,0.0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-13,0.0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-14,0.0
275,0.0,-22.49000000000005,0.0,12.180000000000115,-2.900000000000041,-31.460000000000022,-29.399999999999924,15.299999999999768,0.0,2014-03-17,-58.77000000000015
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-18,-58.77000000000015
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-19,-58.77000000000015
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-20,-58.77000000000015
279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-21,-58.77000000000015
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-24,-58.77000000000015
281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-25,-58.77000000000015
