datetime,pnl_scored_v1,pnl_scored_v2,pnl_6m,pnl_8m,pnl_10m,pnl_12m
11/12/2013,0,0,0,0,0,0
11/13/2013,0,0,0,0,0,0
11/14/2013,0,0,0,0,0,0
11/15/2013,0,0,0,0,0,0
11/18/2013,0,0,0,0,0,0
11/19/2013,0,0,0,0,0,0
11/20/2013,0,0,0,0,0,0
11/21/2013,0,0,0,0,0,0
11/22/2013,0,0,0,0,0,0
11/25/2013,0,0,0,0,0,0
11/26/2013,0,0,0,0,0,0
11/27/2013,0,0,0,0,0,0
11/29/2013,0,0,0,0,0,0
12/2/2013,0,0,0,0,0,0
12/3/2013,0,0,0,0,0,0
12/4/2013,0,0,0,0,0,0
12/5/2013,0,0,0,0,0,0
12/6/2013,0,0,0,0,0,0
12/9/2013,0,0,0,0,0,0
12/10/2013,0,0,0,0,0,0
12/11/2013,0,0,0,0,0,0
12/12/2013,0,0,0,0,0,0
12/13/2013,0,0,0,0,0,0
12/16/2013,0,0,0,0,0,0
12/17/2013,0,0,0,0,0,0
12/18/2013,0,0,0,0,0,0
12/19/2013,0,0,0,0,0,0
12/20/2013,0,0,0,0,0,0
12/23/2013,0,0,0,0,0,0
12/24/2013,0,0,0,0,0,0
12/26/2013,0,0,0,0,0,0
12/27/2013,0,0,0,0,0,0
12/30/2013,0,0,0,0,0,0
12/31/2013,0,0,0,0,0,0
1/2/2014,0,0,0,0,0,0
1/3/2014,0,0,0,0,0,0
1/6/2014,0,0,0,0,0,0
1/7/2014,0,0,0,0,0,0
1/8/2014,0,0,0,0,0,0
1/9/2014,0,0,0,0,0,0
1/10/2014,0,0,0,0,0,0
1/13/2014,0,0,0,0,0,0
1/14/2014,0,0,0,0,0,0
1/15/2014,0,0,0,0,0,0
1/16/2014,0,0,0,0,0,0
1/17/2014,0,0,0,0,0,0
1/21/2014,0,0,0,0,0,0
1/22/2014,0,0,0,0,0,0
1/23/2014,0,0,0,0,0,0
1/24/2014,0,0,0,0,0,0
1/27/2014,0,0,0,0,0,0
1/28/2014,0,0,0,0,0,0
1/29/2014,0,0,0,0,0,0
1/30/2014,0,0,0,0,0,0
1/31/2014,0,0,0,0,0,0
2/3/2014,0,0,0,0,0,0
2/4/2014,0,0,0,0,0,0
2/5/2014,0,0,0,0,0,0
2/6/2014,0,0,0,0,0,0
2/7/2014,0,0,0,0,0,0
2/10/2014,0,0,0,0,0,0
2/11/2014,0,0,0,0,0,0
2/12/2014,0,0,0,0,0,0
2/13/2014,0,0,0,0,0,0
2/14/2014,0,0,0,0,0,0
2/18/2014,0,0,0,0,0,0
2/19/2014,0,0,0,0,0,0
2/20/2014,0,0,0,0,0,0
2/21/2014,0,0,0,0,0,0
2/24/2014,0,0,0,0,0,0
2/25/2014,0,0,0,0,0,0
2/26/2014,0,0,0,0,0,0
2/27/2014,0,0,0,0,0,0
2/28/2014,0,0,0,0,0,0
3/3/2014,0,0,0,0,0,0
3/4/2014,0,0,0,0,0,0
3/5/2014,0,0,0,0,0,0
3/6/2014,0,0,0,0,0,0
3/7/2014,0,0,0,0,0,0
3/10/2014,0,0,0,0,0,0
3/11/2014,0,0,0,0,0,0
3/12/2014,0,0,0,0,0,0
3/13/2014,0,0,0,0,0,0
3/14/2014,0,0,0,0,0,0
3/17/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
3/18/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
3/19/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
3/20/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
3/21/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
3/24/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
3/25/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
3/26/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
3/27/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
3/28/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
3/31/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
4/1/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
4/2/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
4/3/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
4/4/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
4/7/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
4/8/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
4/9/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
4/10/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
4/11/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
4/14/2014,-33.63,-33.63,-58.77,-24.59,-24.59,-33.63
4/15/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
4/16/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
4/17/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
4/21/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
4/22/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
4/23/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
4/24/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
4/25/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
4/28/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
4/29/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
4/30/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
5/1/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
5/2/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
5/5/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
5/6/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
5/7/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
5/8/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
5/9/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
5/12/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
5/13/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
5/14/2014,-177.32,-177.32,-145.28,-168.28,-168.28,-209.36
5/15/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
5/16/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
5/19/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
5/20/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
5/21/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
5/22/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
5/23/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
5/27/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
5/28/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
5/29/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
5/30/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
6/2/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
6/3/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
6/4/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
6/5/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
6/6/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
6/9/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
6/10/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
6/11/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
6/12/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
6/13/2014,-120.2,-120.2,-126.29,-141.44,-111.16,-120.3
6/16/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
6/17/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
6/18/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
6/19/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
6/20/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
6/23/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
6/24/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
6/25/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
6/26/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
6/27/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
6/30/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
7/1/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
7/2/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
7/3/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
7/7/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
7/8/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
7/9/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
7/10/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
7/11/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
7/14/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
7/15/2014,-134.31,-134.31,-124.84,-174.81,-125.27,-95.95
7/16/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
7/17/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
7/18/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
7/21/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
7/22/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
7/23/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
7/24/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
7/25/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
7/28/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
7/29/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
7/30/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
7/31/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
8/1/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
8/4/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
8/5/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
8/6/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
8/7/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
8/8/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
8/11/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
8/12/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
8/13/2014,-176.75,-176.75,-171.62,-197.79,-167.71,-106.69
8/14/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
8/15/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
8/18/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
8/19/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
8/20/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
8/21/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
8/22/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
8/25/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
8/26/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
8/27/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
8/28/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
8/29/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
9/2/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
9/3/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
9/4/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
9/5/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
9/8/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
9/9/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
9/10/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
9/11/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
9/12/2014,-187.12,-187.12,-203.36,-184.47,-170.39,-86.23
9/15/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
9/16/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
9/17/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
9/18/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
9/19/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
9/22/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
9/23/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
9/24/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
9/25/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
9/26/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
9/29/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
9/30/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
10/1/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
10/2/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
10/3/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
10/6/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
10/7/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
10/8/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
10/9/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
10/10/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
10/13/2014,-196.2,-196.2,-268.1,-170.8,-179.47,-98.01
10/14/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
10/15/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
10/16/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
10/17/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
10/20/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
10/21/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
10/22/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
10/23/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
10/24/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
10/27/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
10/28/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
10/29/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
10/30/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
10/31/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
11/3/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
11/4/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
11/5/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
11/6/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
11/7/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
11/10/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
11/11/2014,-221.82,-221.82,-358.77,-40.04,-205.09,-62.41
11/12/2014,-202.62,-202.62,-400.33,-84.09,-220.7,-43.21
11/13/2014,-202.62,-202.62,-400.33,-84.09,-220.7,-43.21
11/14/2014,-202.62,-202.62,-400.33,-84.09,-220.7,-43.21
11/17/2014,-202.62,-202.62,-400.33,-84.09,-220.7,-43.21
11/18/2014,-202.62,-202.62,-400.33,-84.09,-220.7,-43.21
11/19/2014,-202.62,-202.62,-400.33,-84.09,-220.7,-43.21
11/20/2014,-202.62,-202.62,-400.33,-84.09,-220.7,-43.21
11/21/2014,-202.62,-202.62,-400.33,-84.09,-220.7,-43.21
11/24/2014,-202.62,-202.62,-400.33,-84.09,-220.7,-43.21
11/25/2014,-202.62,-202.62,-400.33,-84.09,-220.7,-43.21
11/26/2014,-202.62,-202.62,-400.33,-84.09,-220.7,-43.21
11/28/2014,-202.62,-202.62,-400.33,-84.09,-220.7,-43.21
12/1/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/2/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/3/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/4/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/5/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/8/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/9/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/10/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/11/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/12/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/15/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/16/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/17/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/18/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/19/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/22/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/23/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/24/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/26/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/29/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/30/2014,-108.97,-108.97,-265.97,27.12,-127.05,50.44
12/31/2014,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/2/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/5/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/6/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/7/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/8/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/9/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/12/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/13/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/14/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/15/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/16/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/20/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/21/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/22/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/23/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/26/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/27/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/28/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/29/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
1/30/2015,-135.87,-135.87,-292.87,0.22,-153.95,66.44
2/2/2015,-64.46,-64.46,-193.43,71.63,-109.77,132.19
2/3/2015,-64.46,-64.46,-193.43,71.63,-109.77,132.19
2/4/2015,-64.46,-64.46,-193.43,71.63,-109.77,132.19
2/5/2015,-64.46,-64.46,-193.43,71.63,-109.77,132.19
2/6/2015,-64.46,-64.46,-193.43,71.63,-109.77,132.19
2/9/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
2/10/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
2/11/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
2/12/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
2/13/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
2/17/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
2/18/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
2/19/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
2/20/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
2/23/2015,-192.32,-192.32,-303.45,-26.49,-237.63,34.07
